mean_b,std_l,std_a,std_b,skew_l,skew_a,skew_b,mean_lbp,std_lbp,skewness_lbp,SRE_deg0,RLN_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,SRE_deg45,GLN_deg45,SRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,SRHGLE_deg90,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura,label
1.4620996392826224,35.997469930855495,3.062521893690453,3.545751993364484,1.6103873067458545,2.52484662982443,2.603467009053832,221.54860542505804,71.59943059576459,-1.401605891133473,0.8476156890531384,46894.61757936336,0.118617092208108,32921.07081541958,0.0826507717846334,29466.075880676974,0.8443622593858118,2557.419162505015,29337.66715691257,0.8464526310932776,655.1441272263138,2205.097855109885,46111.067985094334,29197.2159079643,7.314355896426613,66.13729155783757,477.1918455515053,73.45164745426419,0
0.1445534274758775,30.97810510768424,7.992878526383634,1.0261904903370236,1.7148422629083542,2.024912057958641,1.3378843301905727,192.9057326636708,90.20940459372888,-2.065004229303354,0.8565779178039863,95219.8380895383,0.1953532074298768,14560.23588100486,0.1368474673573972,13910.72433039125,0.8507280277547933,9623.96120802242,13600.935221115791,0.8510151648900371,90.68720625468691,8489.122198050236,92241.36285203032,13864.989517429303,7.603707815666579,55.2013353212496,543.6470366995038,62.805043136916176,0
0.8317858209009986,40.647557350777625,3.652234912372312,1.8737131182524216,1.0818622734357486,1.7503783067019825,2.628133621453999,193.1608817296298,89.62316919180711,-2.069970929214469,0.8534836559018688,66717.42639887593,0.1674733713524285,25397.02474378048,0.1207249993980957,23297.186513386485,0.8502213691041413,5283.339504279425,23223.89917982117,0.855559786978495,63.16086705559793,4754.051062689397,67269.06858521099,23332.9460310469,8.362093296553622,84.75211965649305,597.378410185086,93.11421295304667,1
-0.719267033449316,35.715997387793045,8.692727026832296,2.147375346608049,1.2743825415868206,1.6156944865873968,-2.309323322319445,195.3791983464974,88.90657846722426,-2.011801691664989,0.8826167976042628,125757.21039327668,0.1436456386561314,21723.604768457542,0.1031188783849388,20674.7599971113,0.8814242993050122,7409.673639066788,20362.118238646057,0.884257711079873,137.22867637939893,6806.421960538826,126325.79242430508,20551.769777198577,7.49453616900284,70.76695220076071,611.2891963509113,78.26148836976355,1
-0.3203177951347215,18.890208291913712,2.729845066209366,1.649386794802827,4.440815565393321,6.601008945872622,-6.8358057091363,238.87842414385108,52.86013814381051,-0.9149565110266342,0.8032048996573948,20892.415212840195,0.2171153579423821,17519.394074203305,0.1459309725785794,16358.12837510536,0.7831749891120295,3194.43047764283,15809.651102147049,0.8071206656678278,1767.202393431167,2619.107151176333,21074.0987654321,16543.77495196353,5.620739134363423,22.49491729837976,478.70302536969206,28.115656432743183,1
2.79831065720426,39.29187755296441,8.482064077051389,4.311457050816336,0.8334566302797923,1.053055706099643,1.1096783620812325,209.72876683501684,78.62330518208579,-1.72739748323242,0.8115856493203139,40245.17295510879,0.0976275566170685,30737.116252027296,0.0635468404299463,25477.35703185248,0.8279040123369645,2151.748477870856,26440.53190318992,0.8151067013287344,333.9860552345806,1878.9599806406727,41079.43050304002,25767.380984254527,7.043518518518519,86.74555768043267,565.5671892993178,93.7890761989512,0
-1.9597038197967636,33.21424651828173,8.284415197508329,4.784741876006635,1.7202113529469574,2.369909527177479,-2.6886047375090283,213.2948894764272,77.93761318548329,-1.6053267024351547,0.8457324903395611,68124.58594408995,0.1534756738367722,23714.62889380663,0.1027010460670616,21732.262353191385,0.8466406301243672,4947.909274873525,21580.636495328632,0.849641607541757,399.611335873365,4306.509741152441,69580.77408774893,21791.511161737184,7.150830674581485,59.75223253928836,512.8458264077512,66.90306321386984,1
0.2329393160108492,35.00699635935721,6.377986970307054,1.432957025115773,1.252529375158641,1.4901979391226063,2.2134432609675883,206.4078907389402,82.88289677788099,-1.7588227903501894,0.8653178268110713,69743.76347567557,0.1256985108938248,24461.64018368053,0.089108218792782,22541.991847356963,0.8759201237923095,3782.479939279812,22915.46057355135,0.879878821258302,238.52511620037225,3408.582295741144,74143.0815940601,23093.860245259297,7.549279138308216,69.38457346128385,639.2156489306831,76.93385259959207,1
0.1043586143011858,20.512961613064206,2.1562414665977934,0.6289394046811921,4.022987223789717,6.339627503814567,5.489901101861802,236.0834022556391,57.36545312279468,-0.9892677586213062,0.8189714422646829,29353.73947913073,0.2151003816185888,17909.99598999655,0.1465750487614151,16983.884611943802,0.8014746297679404,4197.944442189846,16284.996131245012,0.8174407793158744,1298.293031851288,3428.424502663333,28985.095227742146,17046.468062579792,6.23187969924812,25.51485395348713,533.0130291730644,31.746733652735244,0
1.1216369208877746,40.77591440716702,7.392156261956699,1.9829191243853492,0.8079400785572244,1.2133290723044423,1.8351142635529136,196.22579334913328,86.91275701524103,-2.028731178343362,0.8440176026048323,81089.7628577577,0.1309381957950624,28870.69672741719,0.0908372677690488,25566.571557204552,0.8506413768913116,4618.573781348302,26012.3546464081,0.8483055131168886,120.1571101298184,4090.2142003386566,81780.74638932236,25869.71798516442,7.755090253245688,90.7220695460104,471.8512464241929,98.47715979925609,1
0.1404280662058482,15.833351759031824,1.937047248000369,0.7423281117619555,5.208097559848719,6.388235714112606,6.448035291682337,229.29762210796915,65.31380577059593,-1.180564090032033,0.7654620135263674,23447.148172308556,0.2904812233372686,8148.24255061389,0.1860955493189954,7935.969823229006,0.7560616472150321,6558.505113624078,7535.315385671972,0.7709805824289708,579.0908186940669,5325.472134097258,23456.108007007908,8101.0307572210495,7.568623760558208,17.336926873387895,562.3729280040034,24.905550633946103,0
-0.3377495983926701,37.07430612828503,3.9344782092289057,1.3435853106660194,1.487315108505673,2.393426964533622,-2.270351659095309,210.70011157263647,80.820841918005,-1.6443736804538736,0.8848850169225025,57273.39614977732,0.1287765501654743,30213.260843444303,0.0940647938873482,28635.24334459161,0.8794766445624516,3017.932186887526,28338.93814029463,0.8856423754742783,339.07093368957345,2707.605870103336,57264.29435647584,28477.98208060846,6.713146303540303,70.18667775549919,474.5815747097212,76.89982405903949,1
0.2302858426271106,20.55597203223193,1.544332446320129,1.2084031974968157,4.046928805740091,7.323019370899003,6.691003258007556,234.0878403562461,59.85939996443025,-1.0480639459891194,0.8111089355131341,20411.94221898519,0.2375924213634287,16572.21155013353,0.1637814318598161,15839.745301450028,0.7931973976236174,3444.031875929953,15143.400900719906,0.806465301357727,1143.1577313506968,2780.4897712103807,19707.97432713501,15853.57917466405,6.180187735404896,25.450906420046604,239.86927765529765,31.6310941554515,0
1.0220072488540408,26.624860884555854,8.165160986388859,3.2823955216410927,2.232421059564631,2.5155276761709904,3.3612173712432103,214.13186884270308,77.714122644769,-1.577633373438635,0.8314605705328926,63139.8072264295,0.1947915338909674,15107.089587503351,0.126554944620065,14194.687488771591,0.8317063776124802,6842.925216660641,14009.677984918377,0.8339887278819977,265.68887606168056,5819.683165663396,63659.26092603282,14392.690582640018,7.431623682831693,42.61997256011742,585.5842949993369,50.05159624294911,0
2.937681335850407,35.416068247722215,7.402537510282291,5.789535651466853,1.2995023307692788,1.5954029649535553,1.978701406511723,205.53597501622323,82.58102780180396,-1.796926956485382,0.8506919648226879,77179.06537234042,0.1419421865995368,23599.69510638298,0.0952160884007309,21500.929568887263,0.8511303947360856,4990.928566022186,21386.91213579088,0.8501592626214975,205.51208250778376,4323.053141805831,77242.90878856496,21481.24335673425,8.547473231667748,69.38059789888383,584.7328400907567,77.92807113055159,0
