Feature,Importance
SRHGLE_deg0,0.17996524
RLN_deg0,0.11202275
SRHGLE_deg90,0.08253811
std_lbp,0.06734719
contrast_tamura,0.051594384
roughness_tamura,0.049408216
mean_v,0.047772918
LRE_deg90,0.047731772
mean_u,0.043770026
skew_u,0.04298844
LRE_deg45,0.042408198
std_v,0.040470257
mean_y,0.039811816
SRE_deg135,0.039683096
std_y,0.039359782
directionality_tamura,0.037981443
SRLGLE_deg90,0.035146292
GLN_deg0,0.0
GLN_deg90,0.0
coarseness_tamura,0.0
SRLGLE_deg135,0.0
LRE_deg135,0.0
LRHGLE_deg90,0.0
std_u,0.0
LGLRE_deg90,0.0
skew_y,0.0
LRE_deg0,0.0
SRE_deg90,0.0
SRHGLE_deg45,0.0
LGLRE_deg45,0.0
GLN_deg45,0.0
skew_v,0.0
skewness_lbp,0.0
LRHGLE_deg0,0.0
SRE_deg0,0.0
SRLGLE_deg0,0.0
HGL_deg0,0.0
SRE_deg45,0.0
