mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,skew_v,std_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,LGLRE_deg45,SRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,LGLRE_deg90,SRLGLE_deg90,SRHGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,SRLGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura,label
62.590848762500016,-1.8995454874999984,15.2730989375,104.38021033577031,3.697188362758701,25.04777797246367,1.0846668173638505,-1.9589414588325191,1.105417425676708,77.20642294972508,-1.6411765227422856,0.8147333063695328,223.62199691845316,2148.6302904643244,32677.00878811512,36777.940309296,0.0810382592863926,32390.56552877205,79095.17051225962,0.8183215088937897,150.7315659858033,2423.8600970592497,0.1342174432400004,32122.453948453254,0.8101762171018624,293.59163019693653,2066.524109096593,0.1254289690640873,0.0781082383842889,32147.293014657105,82252.986148015,0.8179722653734677,152.45553805203977,0.0922895029050436,8.622225,85.82102208607827,472.46663590216895,94.44324708607827,0
43.117584225,-0.7149537999999988,15.71644975,82.75447500397762,1.3011861451443285,28.431462808119367,1.4694917280764066,-2.2240205600248766,1.510219340638936,90.4652396387348,-2.0133090010852617,0.8168142843379212,35.20770379000255,6626.8354874334045,51483.251453259065,15551.414922149002,0.1411294599165169,14648.161444537676,20118.102595842283,0.8168863599024054,24.59297161839268,7393.032775802786,0.2312005090111948,14269.965143309511,0.8038117247395025,40.10003864902941,6392.526811205725,0.2177716270211063,0.1359998338257577,14650.45944691541,21297.28322258101,0.8171285677883787,22.30615874204418,0.1555573939168041,7.775525,61.89394917197984,246.1595768021257,69.66947417197984,0
69.20338281874999,-1.1940934937499978,18.245001968750007,106.16312484065328,2.2631997891210704,27.06673403082005,0.9105739642403026,-2.09867016554917,0.928398713231532,88.42057364248909,-2.0540758928386342,0.8102137700150627,42.98316524337623,4762.448278526991,47639.48631451499,27747.62376186612,0.1191978611069281,25185.021935090823,93197.21217975963,0.8201498038758324,29.64295744550949,5317.369619634898,0.1944160232104544,25087.028086537604,0.811859077665743,58.31937680054775,4717.0787008926845,0.1863377630815119,0.1168452344494456,25219.04119503586,70000.21463175165,0.8213929226470542,27.94948855333658,0.1333296550925748,7.9185875,91.1313025000362,596.7977672820952,99.0498900000362,1
42.06099071249999,0.5776177500000012,13.3279605,86.24987702862155,1.735996090256238,25.968950444722243,1.6128891954377855,2.563335332923751,1.6433246908266166,82.74667754723507,-1.7672662738213634,0.8388749435119264,202.4399129148593,3428.112861677552,39856.586744445,22622.976566784662,0.1168961989993561,21346.17031313145,28662.62267537518,0.8430768410969293,98.73631951273671,3878.9385845255847,0.1873320059758209,20718.135184862345,0.8366864078988148,158.88536933231617,3505.068161464725,0.1795175049050446,0.117950849487097,21069.375129892705,29158.280954592192,0.843744359045824,107.553732125002,0.1311855781086531,7.7593,62.500435798506274,608.4473535718315,70.25973579850627,1
13.981538118749995,0.2834647062500003,3.5363482187500006,55.77319207990786,1.290213756637579,13.682330865057311,3.7976748801703977,6.027372290196869,3.851506223748007,52.455111157123774,-0.9516990842029752,0.7431946554810697,1419.0499387405048,1870.3421220289144,10471.615927468758,22490.520607694198,0.1372386470928783,20451.661403282764,35393.52232296006,0.7332093127670958,635.2181923367897,2386.3371011525965,0.2448242492996113,19598.55120094725,0.7434242350198628,1238.2248065787553,1887.99352829546,0.2328977015806303,0.1345820487703121,20625.86212816612,34847.21974599776,0.7362426503687957,678.1663495996107,0.1591357109321068,6.04996875,28.1245123833043,476.94572559981367,34.1744811333043,1
58.28971738124999,-2.664907306249998,19.35427228125,95.60986722833348,4.526470273593608,31.379463002599625,1.0524069383736827,-1.290319309120206,1.0750844547988818,72.06910549496486,-1.5289939321877488,0.8001582566862571,456.3528902172265,1455.647391332597,27560.090290862627,32811.057544452386,0.0612949344090333,27446.248704533697,79549.35951746692,0.823215524050604,256.133566614311,1668.002365946279,0.1032232099280748,28308.156385886257,0.80480003972355,488.48107992286265,1465.8776944503963,0.0991943018279103,0.0606763306258294,27718.259248121176,76004.22719091493,0.8197495892400978,361.3576109830644,0.0678666256278879,6.24971875,79.12592301309427,563.3039253292419,85.37564176309427,0
45.29193859375001,1.2878983062500011,12.75736846875,91.48890843768554,3.0079073752884486,24.930873606112343,1.565961230709131,2.813297650577796,1.6162786169209884,81.63379888902841,-1.8072714152449991,0.7861977109085088,170.38524467749698,4294.298242702819,34699.39022285648,23473.404327696928,0.129010191430872,21147.02345094481,42732.80805801238,0.7955851439356425,71.68233877689624,5036.793906090822,0.2193965856684264,20905.66012886037,0.7951569060559355,122.18247168882324,4385.235647464303,0.2119710043599234,0.1321741110900758,21106.30005972289,41992.49601181684,0.7964341973553889,70.81793277517853,0.145139410713645,8.63435,67.01740651893796,512.1094115529962,75.65175651893796,1
67.54628175,-0.6677584749999981,20.540173625,98.03127823741649,1.575426620979432,28.871768774669476,0.793847410305073,-2.308755190258274,0.8088256744210902,87.44704115384546,-2.0759703256353905,0.8371569230125198,105.04457059047203,2980.328100385681,48504.24528763105,27123.03093595524,0.0865347088397983,24769.42380837348,39843.8925389755,0.8599323695267252,64.97918040269818,3376.174240503119,0.1415624214218159,24982.683530449805,0.8565448914828315,123.21771873301248,3007.638638081222,0.132794861607057,0.0863333150174922,25365.6399232475,37275.156159261765,0.8561576648083686,56.40229899673207,0.0967413488531198,7.846775,86.432101008153,644.1758402592652,94.278876008153,1
52.5169411625,-1.7308684749999983,21.610205625000003,86.84797701985298,3.245420903257568,33.9064950071733,1.1059630488075909,-1.807717478563096,1.111386973424681,88.44355110085667,-2.03469484501801,0.8404247386116453,90.20628772635816,4215.386192152918,52841.99046780684,18723.337801810867,0.1061927646475667,17360.484553297163,25295.46286468813,0.843985633320592,61.369019146017216,4675.901283280926,0.1762555953120176,16991.39965478505,0.8292225627027133,132.2647187540224,4110.294967177243,0.1682672662866806,0.1037669367631708,17225.372620869835,27024.399189084823,0.8422804717320157,54.87234507897934,0.1183501323971888,6.8252875,70.9198040928668,528.0653386037014,77.7450915928668,0
58.12211003749999,-1.2941682374999983,17.533748187499995,97.9398514857611,2.36646716810019,29.11174299545787,1.120482567703859,-1.6985148748639265,1.1645021567063436,79.70634408662384,-1.7442098912341262,0.8026637392360334,221.4022992565384,2595.628781323397,34029.78457273032,29715.71179825878,0.0968669847476309,25879.697148767485,57757.31679234288,0.8126771568807616,166.43531683926608,2939.4780393593287,0.1601089257850643,25937.83547497916,0.7988361194847142,172.76680293482335,2587.1063248656656,0.1538964545861035,0.0960933815703846,25505.82980736535,61627.551136262206,0.8130326240798318,100.12972667232287,0.1091313642424949,7.40171875,79.67696279411534,449.59076820371,87.07868154411534,1
