Feature,Importance
GLN_deg45,0.1340405
HGL_deg45,0.108478926
skew_r,0.09518942
LRE_deg90,0.058619205
HGL_deg135,0.05120864
LRHGLE_deg45,0.048688233
HGL_deg0,0.0418399
SRHGLE_deg0,0.04166155
skewness_lbp,0.035755206
LRHGLE_deg90,0.03288923
SRLGLE_deg0,0.028601354
SRHGLE_deg90,0.02773582
LRHGLE_deg0,0.025020111
coarseness_tamura,0.02103577
GLN_deg90,0.019573033
mean_r,0.01771736
RLN_deg45,0.017612074
std_g,0.016936444
LRE_deg45,0.015790656
SRLGLE_deg90,0.014931986
directionality_tamura,0.0148611795
std_b,0.014234037
LRE_deg135,0.013580917
LRHGLE_deg135,0.013443564
GLN_deg135,0.01148256
LRE_deg0,0.011425607
std_r,0.010377483
GLN_deg0,0.010125664
RLN_deg0,0.009847851
SRE_deg90,0.009475315
LGLRE_deg0,0.0077839126
mean_g,0.0053499895
SRE_deg135,0.004224942
std_lbp,0.003977875
SRLGLE_deg135,0.0034222766
SRE_deg0,0.003061467
mean_lbp,0.0
RP_deg45,0.0
RP_deg90,0.0
