mean_u,mean_v,std_u,std_v,skew_u,mean_lbp,SRE_deg0,LRE_deg0,GLN_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,LGLRE_deg45,SRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,SRHGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,RLN_deg135,coarseness_tamura,directionality_tamura,roughness_tamura,label
-1.4529855995178207,10.98592134475708,3.4281683572417423,22.44561791402825,-2.501149623129239,222.82466888427732,0.8398931075168015,727.7036219216733,2138.7274204925325,0.1188724996521554,33108.90548041832,0.0820794857011522,29224.05977618029,71241.4770294722,0.8395697976696823,355.0044779157338,2419.4842546014947,0.1212163165120694,0.0872060864525606,57738.830871448925,0.8415240375791087,642.1993920599343,2118.842979520403,43519.98222235868,0.4969635009765625,29260.51008650718,69385.78892505143,0.8403599412429869,321.6125570941782,2435.52861596462,46012.96401073008,7.274803161621094,495.6953291266848,72.82628168080335,0
-0.447551887512206,13.915596961975098,1.173758596604893,26.911186629696097,-2.183520984938061,193.86959075927732,0.8588802173504209,66.51015653148644,7563.668273349614,0.1901670046134204,15244.590103687096,0.1349013686731209,14527.74149695184,18691.76690820289,0.8520978000278177,42.93414719489911,8267.591827689437,0.1939737930229007,0.139880752317408,17897.31302826484,0.8497435604260516,101.93044193893506,7268.35445642334,82914.80992510905,0.9270477294921876,14358.82697687882,20403.64202123282,0.8510779959285794,39.70193884291098,8288.951789252827,88256.49384932198,7.561878204345703,227.03827306793076,64.47953492734243,0
0.2934772605896011,18.88731004714966,1.6417525101565398,30.23039666321244,1.8542482887381253,192.40332794189453,0.882689170212006,94.04474839847008,4863.075708686824,0.1393119171564578,22124.40911022618,0.0992395429144391,21004.145409381985,27463.66816457589,0.8811483397026653,53.13332877534432,5423.7548789474085,0.1457224260030143,0.1071102552043089,25897.84540060925,0.8824288538912949,108.66239748871884,4963.468793407887,94589.3563978811,0.9721755981445312,20797.23095511364,27716.60753384344,0.8798906935339228,54.988370854072485,5409.456185213937,97056.52971977412,7.6912841796875,609.350776823502,82.26646570117737,1
-0.3044760475158677,12.54832674026489,0.984134766133948,23.884208219118317,-1.907957097199184,199.1408424377441,0.8504675967982448,97.19014220336308,6747.5169469236025,0.1884398614210281,21631.50831126931,0.1335872026529775,20258.342330654425,29907.65012887728,0.8443917455351639,52.44626154380085,7481.119352954621,0.1934826770919986,0.1407359214505148,27713.49452754006,0.8501232746074514,171.81564949983462,6483.856815926624,76449.73663320311,0.8534469604492188,20225.06841093361,31587.931657473877,0.8434611327117263,55.15536286969949,7429.111855836289,79244.53886617006,8.101982116699219,250.54439252336445,75.31315974422043,1
0.2504352302551272,2.7542394065856923,1.290272979047234,12.182395019630672,6.793920480873001,239.457332611084,0.789960314039389,2023.737340966921,2509.5884223918574,0.2206887202429397,17455.112595419847,0.1437127012181559,16225.824997526692,25147.66828880407,0.7729981401280696,954.8993173557138,3089.317976299536,0.2267434393189616,0.1564588150456593,21861.31177044239,0.7932248107477508,1804.653297141945,2470.643621267763,18510.258310713714,0.2389144897460937,16431.70202564109,25084.283793709084,0.7759438237524492,972.5688649092456,3156.58971351494,19279.15107175322,5.6544189453125,478.1593775964952,27.59961642160317,1
-2.8814225654602037,22.103108921051025,4.409346192472356,32.60685803647832,-1.049419878939582,214.03932571411133,0.8021739829935629,381.302151183752,2343.282105516164,0.0907940225286503,32124.954320394183,0.0602937642636199,26155.343979328565,91865.97374113688,0.8144744798180192,241.8388256979724,2626.5681337949018,0.0920598012837028,0.0638984027834061,72766.76746616913,0.7790270496913796,580.1816524830888,2168.5913845995865,43965.22044232226,0.5943832397460938,24848.92524693182,115553.04556715058,0.8132599821604847,342.4394927536232,2599.125294384058,54618.79923007247,6.8817291259765625,231.5725931824214,93.29192266370931,0
1.6263502960205092,13.276249923706052,3.942944241066376,26.879090251776336,2.654318531843865,211.2635307312012,0.8461153018353064,335.98224062259624,3798.0206325505633,0.1556343229522103,23266.716426858515,0.1045922866658934,21424.44295097214,36212.37137459844,0.8467709648797754,139.35124183987395,4406.697734995551,0.1611333167395014,0.1126268932164024,31428.68733719945,0.8461511866355174,371.3246154719337,3762.888393211873,59609.276179124805,0.6721115112304688,21457.179167165603,37029.95792042681,0.8453265978544485,138.59415179531285,4403.900752526339,62908.94521608256,7.292865753173828,492.9860199451853,68.36941502459617,1
-0.1622903556823711,13.962284145355223,1.1226564824425391,22.840631780645424,-0.9663305145568524,189.77375030517575,0.8513891246453545,42.924718764061794,7992.128783560822,0.1887000031545351,24443.029923503826,0.1379916907422121,22436.790791410804,51957.43897555122,0.841638783915539,28.3001419265621,8627.706998071255,0.1924216939594221,0.1431579947124923,43978.03658793988,0.8474916227427868,64.60392591054828,7550.454555240314,88342.60908510753,0.9922714233398438,22356.19757110576,56240.401041065976,0.840079122255201,27.99827999621016,8579.724413121588,91436.75194047038,8.05111312866211,538.3396595984627,92.52825422101736,1
0.8109185523986826,7.824092388153079,2.3193559384285747,19.711474508465944,2.990981227148421,227.2513732910156,0.8244917398315933,829.2820857802585,2475.438537481137,0.1588456087864329,23836.39561098889,0.1061203413984888,21242.829735564028,65403.22459591644,0.8237718702758902,412.37163748574494,2950.5935801972228,0.1633747480184198,0.1146127401030355,39292.13057623935,0.8307357113921958,730.4522403366694,2497.658945432684,36797.97924107932,0.4400678535856573,21852.61071946799,44481.184319411535,0.823457320398382,399.2227696226289,2956.287552785039,38157.95535893826,6.5037841796875,531.3243295538098,53.5891210749559,0
-0.8254151000976554,10.249245758056642,2.222361958641853,23.60148667072306,-3.0030974454211474,209.61394119262692,0.8388772332863632,210.621604931584,5784.4331928539705,0.1988119491481667,16926.433832053128,0.1338173976492902,16010.072063946134,21765.724125976405,0.8309166221421452,123.76842604330932,6763.085423044021,0.2064981187522927,0.1449190083852848,20083.324242705337,0.8367256171097487,200.48524879856905,5911.173911169536,61337.51574251665,0.7080535888671875,15847.283922291024,21845.462211494945,0.834558716712052,89.95239557739558,6809.697522522522,64315.52467239968,7.203285217285156,431.6074374388369,55.83029375828343,1
