mean_g,std_g,std_b,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,GLN_deg45,RLN_deg45,SRLGLE_deg45,LRE_deg90,GLN_deg90,RLN_deg90,LGLRE_deg90,SRHGLE_deg90,RLN_deg135,SRLGLE_deg135,coarseness_tamura,directionality_tamura,label
57.51845555555556,96.4813119121074,107.90825575150964,0.7811741283850642,34.02565756138007,3143.276567322309,24660.722557464647,0.2122435953684329,24055.109493758348,0.1268663651577537,21545.372158498416,3705.142609810837,27531.56137650957,0.1442228333535029,31.67152244841689,3133.540508248702,25083.531960847387,0.2115995373030772,21748.058782085936,27657.61672429248,0.142621120540539,7.634566666666666,497.0864510674276,1
26.802622222222222,69.56613190827493,77.45712074398101,0.7894798707244933,232.0385300857167,1694.4192480692525,13730.74870576254,0.2036122929490231,21634.29792922006,0.1249513037339453,20145.632784526835,2012.6322998134103,14753.530946047878,0.1415065812115522,388.57010076441975,1621.491660875608,13366.962560806116,0.2015184556543644,20060.06035742199,14360.201553491352,0.1386600458775995,8.0152,561.0135612112205,1
66.8360888888889,107.50071637917834,110.83462626666856,0.7869531219410592,247.1151314679178,1621.0574475984745,17105.887501265737,0.1650702524672954,34068.43838390657,0.1033764053845006,29596.224015729316,1930.142113351943,18645.450710409936,0.1181645970413307,156.84519324682572,1588.7944049113994,16104.892911957584,0.1663089485700126,28640.94077189297,18382.210058516528,0.1160800946822411,7.8008444444444445,512.428795250268,1
103.4777111111111,96.5130396076952,112.69164118897883,0.6982751477502065,41.91510991170383,1289.915502921372,17207.967327796265,0.1075126857462802,32574.40155107816,0.0613113339699911,23262.21549844639,1537.5647199375087,21695.65248357304,0.0683741273402799,60.96856570601981,1242.502726160009,15637.80711027039,0.1116103357377131,22284.8714060039,21669.431867372783,0.0696819781998947,10.0956,473.5021097046413,0
50.78543333333333,88.20284988486608,104.02725745717908,0.7614972031617335,348.12305077544084,781.1571276821754,12671.272700233694,0.1155443686294153,32626.972891438283,0.0684139530174747,26324.29334733049,926.0284973104948,15160.363216724529,0.0793529921990688,473.2764075067024,732.2566577301162,11714.63074173369,0.1176031163044769,25699.54298199814,14467.1568993696,0.0808430365467179,8.891966666666667,563.9644641865631,1
40.84858888888889,84.85383024948706,91.44322926388418,0.8316961820135446,142.97277551129244,2594.992800575954,24358.889715489426,0.2028831563698425,21705.80449564035,0.134940840440246,20566.27395231662,2895.8745227793333,25902.516772715702,0.147599817267878,88.58340866790748,2642.308375432066,24433.83339537357,0.203948517125853,20369.478491615868,25664.56803543698,0.1475923971316291,7.307288888888888,597.1419966338915,1
52.25277777777778,96.73892525219937,98.7159876452532,0.8138965398463316,94.54531014216504,2644.194556958674,23423.241071664947,0.1987411555023044,27118.052841977074,0.1305191312205328,25060.753585084844,2988.884793094694,24205.497994414825,0.1447654330475979,96.55832840316248,2560.322917226913,22652.761308019148,0.1954394435742838,25196.951766210557,24639.3029204431,0.1451939552647574,7.131733333333333,449.2401634904221,0
50.51094444444445,85.17526422485986,86.93397620564318,0.8426878370215947,129.18393670062866,1758.699490570128,24683.401961846957,0.1415772418118905,24631.59587036636,0.0931379363108274,22444.78644402684,1921.2664715260173,25794.72709928652,0.1042941564391391,163.67910199556542,1698.1853658536586,23601.618181818183,0.1405358641910392,22437.998449118582,25875.5232600637,0.1023606237562401,7.359433333333333,472.0942279519484,0
78.04667777777777,102.9005112235792,102.95387586657196,0.863708988986117,44.64126984126984,2198.640673400673,36665.286176046175,0.1442114263857132,28879.537335257337,0.0956561615778072,27022.78655899534,2416.7951601529157,38810.14604906655,0.1081437358019186,40.33433406113537,2170.0258499688084,35547.79101684342,0.145099689483508,26818.81935368674,38874.15643101143,0.1073520289968778,8.196177777777777,462.90148465852855,1
19.689866666666667,64.27584612506733,64.43052429963458,0.7496214957963308,361.9923440218742,2262.623166790952,10500.126323639077,0.2636191655344666,19236.204673129505,0.1571985774372044,18023.616232141503,2779.9147096304387,11335.385217549609,0.1811230156451518,303.27272727272725,2236.3770361145703,10380.289066002491,0.2629683703987585,18128.27054403319,11268.970033347035,0.1808513365143533,7.929522222222222,579.8575203466863,0
