mean_u,mean_v,std_y,std_lbp,LRHGLE_deg0,SRE_deg45,LRE_deg90,GLN_deg90,RLN_deg90,LRHGLE_deg90,coarseness_tamura,label
2.106215510204084,17.331453387755108,99.38768232912916,86.74062883035769,46853.41365983909,0.7939607130789493,46.74165480145547,3952.1278454534263,33074.23074759619,50330.03582414878,7.933485714285714,1
0.8417238448979603,10.25119008163265,77.56006251873914,72.87224279007847,35893.246133154,0.8065280752027936,501.2342207224097,1855.1101112360957,19040.195725534308,44553.573740782405,7.450881632653061,1
0.9840936734693904,18.467109102040816,112.7124538775333,79.28650885380232,331149.16727197496,0.8027572124752055,163.7089175011922,1996.5912732474965,24044.05903671912,450957.4265379113,8.059689795918368,1
2.91686951836735,39.39762204081632,107.58949497839208,79.1229335020737,230655.4900238726,0.7329811311139239,191.99971559263383,1291.985234517574,17752.77612400161,287176.64112530515,10.832930612244898,0
2.3961443673469405,19.324987877551017,98.1416034366402,68.178766889526,112168.20365325078,0.8081598296062745,512.8305041480536,856.3495851946394,17430.87389917039,128582.89132099554,8.479069387755102,1
0.8122998122448998,17.868274326530614,95.64810975158838,87.23376350282271,31824.24555913317,0.8619333475716615,110.47304076938404,2618.2362668212195,38052.141144295725,32836.52065636716,7.147763265306122,1
-0.3036903265306105,14.446149591836733,100.45733384433042,84.83890043935251,39526.16146116241,0.8255575698937442,94.54121239405742,3149.711229423164,32263.715966254967,40837.27724167629,7.128889795918368,0
-2.1396061714285697,24.579953795918364,96.40832771688942,84.27763361989801,43909.1722034296,0.8621624265591445,230.94282619162252,1711.823423206548,33763.36707591077,47261.755536831966,8.015379591836735,0
-1.8681586612244876,23.12667118367347,105.58875748283482,89.46779081401563,40289.75539285152,0.8698244015425607,104.18166672006664,2338.8150331613856,43650.315433661206,41765.4359200282,8.562375510204081,1
-0.2219320163265301,4.158404897959183,59.24947486698276,62.13374787028835,26325.029981487336,0.7395583438247962,581.6176616803001,2483.8553351109504,11341.79604103584,26227.29565688977,7.016489795918368,0
-0.6258405306122445,4.746529346938774,49.38818470414543,70.07571296389821,12029.454518262488,0.7622607688653037,580.3296541574688,3781.689209980601,15858.956719513011,12266.084320021406,6.616661224489796,0
1.066105248979593,11.304438979591836,86.3414495895423,78.1771755167182,47336.99758320327,0.7863872721585269,164.638933624043,3009.952156785015,22779.974059116477,47137.1533410966,8.822138775510204,1
0.3456488163265324,13.574951346938777,100.74266409107722,74.38950932546133,153682.6389342827,0.7978617890756475,418.23746167995097,1454.5067443286327,18489.666400980997,168639.45582464745,7.341469387755102,1
-0.2390115591836727,5.666114448979591,72.432381221766,70.77376342073354,30848.630104351912,0.7645193431046334,300.65953254518274,3077.7132083163474,16214.762331838563,31728.39981655116,8.103265306122449,0
-1.738382457142856,9.667598489795918,80.49606695501986,68.52329400608963,52983.46459688772,0.802011551070129,727.5083451424972,1146.217839710282,14599.880569988978,56986.9125334593,7.369787755102041,0
-3.941880391836732,26.40470546938776,90.5133706849548,83.64493363075492,46409.21331925154,0.8411579056026115,158.5037037037037,1943.844171539961,33276.81816764132,41975.25766081872,9.601632653061223,0
-3.146990334693876,17.370472326530614,93.23813650259108,80.623842639016,41506.90350581304,0.838392478737531,273.5375800628857,1749.5458949574938,27262.36438802841,45948.213438919294,7.898367346938776,0
-0.2218230122448973,5.551362571428572,66.15985106642118,70.76694411822045,22776.130573773196,0.7483566285578909,336.77274997502747,3455.9633403256416,15634.134152432323,23327.26873772184,7.2728244897959184,0
-0.2282844326530607,6.268780204081632,59.67815778012172,64.8608378329988,25893.944166361453,0.7633638643457479,853.0638171815489,2179.461955141769,12465.481760473976,29160.670672873464,6.506383673469387,1
0.0670796408163275,7.916563591836733,80.70082784344156,73.90046906283335,44321.085109532265,0.7772851605935067,305.88074988568815,2661.195518975766,18471.413046791648,53760.98616064624,8.479787755102041,1
-1.227630359183672,19.344101183673477,93.90851307134317,82.4998078863351,41608.34629424894,0.8276009064336511,236.70884422534024,2237.170690599587,29735.653646820883,42813.92544136856,8.209526530612244,0
0.1590068897959204,16.123923591836736,106.9036975321502,80.01492324116627,76249.32177082855,0.8081207593983314,197.08386881812555,1909.915559998096,24344.0568803846,89077.11254700366,9.190391836734694,1
