Feature,Importance
SRLGLE_deg90,0.21693196899857134
std_g,0.11132326354629539
GLN_deg90,0.10434520873368794
LRE_deg90,0.0849595786649758
std_r,0.06857219571786857
directionality_tamura,0.06458779823369888
LRHGLE_deg45,0.059667714397680975
LRHGLE_deg90,0.04903737297261923
LRHGLE_deg135,0.041139073663412795
skewness_lbp,0.03790429378705756
HGL_deg0,0.037892765632920426
HGL_deg90,0.033915628804822184
HGL_deg135,0.021063931221956524
LGLRE_deg135,0.01676203431883243
std_b,0.016326508833690013
LRHGLE_deg0,0.014784560342976356
SRLGLE_deg45,0.010837930619022938
SRE_deg135,0.00994817150991085
mean_r,0.0
LGLRE_deg90,0.0
SRHGLE_deg90,0.0
RLN_deg90,0.0
RP_deg90,0.0
GLN_deg135,0.0
LRLGLE_deg90,0.0
LRE_deg135,0.0
RLN_deg135,0.0
RP_deg135,0.0
SRLGLE_deg135,0.0
SRHGLE_deg135,0.0
LRLGLE_deg135,0.0
coarseness_tamura,0.0
contrast_tamura,0.0
SRE_deg90,0.0
HGL_deg45,0.0
LRLGLE_deg45,0.0
RLN_deg0,0.0
mean_b,0.0
skew_r,0.0
skew_g,0.0
skew_b,0.0
mean_lbp,0.0
median_lbp,0.0
std_lbp,0.0
kurtosis_lbp,0.0
SRE_deg0,0.0
LRE_deg0,0.0
GLN_deg0,0.0
RP_deg0,0.0
SRHGLE_deg45,0.0
LGLRE_deg0,0.0
SRLGLE_deg0,0.0
SRHGLE_deg0,0.0
LRLGLE_deg0,0.0
SRE_deg45,0.0
LRE_deg45,0.0
GLN_deg45,0.0
RLN_deg45,0.0
RP_deg45,0.0
LGLRE_deg45,0.0
mean_g,0.0
roughness_tamura,0.0
