std_b,median_lbp,LGLRE_deg0,label
99.21046919020966,255.0,0.1186078792687109,0
81.55302284495092,251.0,0.2207311057421877,0
105.515460551755,240.0,0.1721259375410013,1
91.40079884700108,255.0,0.1728185695107403,1
64.60861435344454,255.0,0.2368120364939644,1
92.11761250441434,255.0,0.0974412335292091,0
100.5749117221386,255.0,0.1889058900524615,1
97.83433714018038,254.0,0.1348931854534848,1
79.71536481917957,254.0,0.2065980710218777,0
99.45701296171816,255.0,0.132422694970788,1
44.53246296358121,255.0,0.3366058831450214,0
108.76502434298106,255.0,0.1423144766617824,1
54.28322582369412,255.0,0.274579718431799,0
63.16951684310258,255.0,0.2214074039082993,0
84.89236785250819,255.0,0.1747925754644036,0
100.23243466708882,255.0,0.1867101829149633,1
62.03030035882126,255.0,0.2719757105398959,0
90.89334498956411,255.0,0.1607748890582391,0
49.041802810111626,255.0,0.2684273330115451,0
123.89108870709106,251.0,0.1329874340516277,1
59.98204446151247,255.0,0.196808262649109,1
108.0781136051255,251.0,0.2204308834668852,1
73.3423250512256,255.0,0.1729846395842141,0
83.98548768602362,254.0,0.1217031255519188,0
87.29375478713843,255.0,0.2081574247897228,1
46.031922100300825,255.0,0.2654832643136537,0
89.0522879855303,255.0,0.1612275724569436,1
55.50417509565351,255.0,0.2412612522078279,0
103.50805770113372,255.0,0.1347397808803533,1
76.14616618394206,255.0,0.2027501423519889,1
50.624269379463456,255.0,0.2741229101503631,0
102.48815864164992,255.0,0.154631891203322,1
51.91135537381285,255.0,0.3079856493568781,0
83.34932659234578,255.0,0.1636241643355682,0
79.7552088750756,255.0,0.2095597236845231,0
61.23305679414389,255.0,0.217379615779956,0
111.33960924638616,255.0,0.1649702087747926,1
95.8253241232766,255.0,0.1846355735304318,0
114.96951549579788,254.0,0.0808424136695013,0
66.39944032106624,255.0,0.1779209483072189,0
115.38935261708949,255.0,0.1219494317988157,0
93.44801786303732,231.0,0.1707809027429959,1
60.112455180711045,255.0,0.2299611705451675,1
97.80590521069846,255.0,0.1415360791698993,1
80.1801239216617,255.0,0.1132362162434739,0
111.49513756716598,244.0,0.1422898719588896,0
45.80201541264814,255.0,0.3180041792761545,0
104.70754911912614,255.0,0.1546554451927887,1
100.2160787137627,255.0,0.1215865615712173,1
37.01037088035966,255.0,0.3283230895162934,1
91.45208334063076,255.0,0.1976424051789891,0
109.1995719343818,255.0,0.1536095934030758,0
82.49603309732699,255.0,0.1735392348794624,0
101.73557900586438,255.0,0.1721907141912109,1
107.69710590353208,255.0,0.0695660078026618,0
81.71595540776138,255.0,0.1987144022814775,1
72.65885223299459,255.0,0.2590731840535191,0
93.47810153298124,255.0,0.1753884025750178,1
89.93396170854749,254.0,0.1686308956715133,1
21.201466111045463,255.0,0.28902731442135,0
93.32009000086848,243.0,0.1474657439800542,0
98.54180763594675,255.0,0.2199666927733585,1
102.42647830939748,255.0,0.1410604722387759,1
89.49637432077552,255.0,0.1923341587061931,1
54.109169241691895,255.0,0.2271060562477586,1
62.20019475733011,255.0,0.2582330645206957,0
107.7580213890287,255.0,0.1309424965935691,1
106.6852955152771,255.0,0.1147426118637084,1
77.5355074106288,255.0,0.1969041790382913,0
76.05984992328314,255.0,0.2327762021487169,1
97.61681956904512,255.0,0.1847687218655664,1
108.08232516838378,255.0,0.1676533417343588,1
66.7438458584955,255.0,0.2864362523247182,1
44.13927336800106,255.0,0.2960955186065589,0
83.45334923333348,255.0,0.2116908627563337,1
99.3064493768493,241.0,0.157990773995575,0
86.0264419850208,248.0,0.1637586568712691,1
36.28079153887376,255.0,0.3388472988722954,0
112.5366699055098,255.0,0.1342349733597256,1
96.8367350496122,252.0,0.1040420410330442,1
70.22836968305798,255.0,0.203264871752306,1
90.66240680312067,255.0,0.2130569728599414,0
102.81819992761132,255.0,0.201113816607778,0
104.54186508286055,255.0,0.1610079545678415,1
85.45448479589693,255.0,0.1973740577432713,1
52.38465654047351,255.0,0.2596061350632768,0
98.44307518409708,252.0,0.2151687561239672,1
112.21048694870608,255.0,0.1601488705728462,1
41.44821928130333,255.0,0.2912459048334052,0
99.9455661350078,255.0,0.1674455642328921,0
90.42464231922624,255.0,0.1889727665891476,1
105.13144369845485,255.0,0.148017751484997,1
56.346255058258414,255.0,0.3081137247435165,0
38.61537802749807,255.0,0.2950874185329036,0
60.28141357561454,255.0,0.2622289620090885,0
56.00380517319829,255.0,0.1901779370537034,0
57.06698200069478,255.0,0.2728385852478893,0
56.34563737484038,255.0,0.2825671636198884,0
71.56015554220443,255.0,0.2230164389346597,0
64.18230840620532,255.0,0.1808174552772641,0
66.65508925541106,255.0,0.2771110394728251,0
78.22329101625132,255.0,0.1773511987640367,0
67.75401888980105,255.0,0.2285953001145107,0
67.4088507939882,255.0,0.1459385629736203,0
101.01141955335868,255.0,0.1974658905174762,1
72.44710952864024,255.0,0.2164811138859903,0
108.90684169878676,252.0,0.1573328505708994,1
113.7093698882473,255.0,0.1225193299563944,1
108.81335246983576,248.0,0.2034573894006522,1
107.64222890904722,255.0,0.172182194277973,1
113.15290569268768,255.0,0.0664212574791096,0
53.403362679277,255.0,0.3002435035606163,0
51.71774955430067,255.0,0.2220505904756191,0
104.95172431492166,255.0,0.1313154134772604,0
67.63488459251259,255.0,0.1951899059354376,1
74.67175509249009,255.0,0.2211935633848057,1
111.75819342587062,252.0,0.1394062085180707,1
72.39837095177214,255.0,0.1653387179802081,0
74.40036486588171,255.0,0.1310311226618967,0
69.91237347917733,255.0,0.2638680853377701,0
92.24518932989886,255.0,0.1761332012932307,1
75.77342330461404,255.0,0.1882263575820192,0
94.3279752731763,255.0,0.1665137420445356,0
68.978852579645,255.0,0.280468857806868,0
98.0879562236415,255.0,0.1926412870281096,1
84.97082179200298,255.0,0.2408182063717286,0
81.51585988003035,255.0,0.237540090726209,1
74.61845303902776,255.0,0.2046873311198153,0
83.97315165896653,251.0,0.1670007923181368,0
