Feature,Importance
std_a,0.10609214540208897
mean_b,0.08343418942281702
SRE_deg45,0.06159347710869427
skew_l,0.050203787149180196
GLN_deg90,0.03593123235464319
std_b,0.035385258579921176
SRE_deg90,0.03510738480214556
skew_b,0.03498076319312441
RLN_deg90,0.0333648747040849
directionality_tamura,0.03282106131810635
GLN_deg135,0.028857983708667188
SRLGLE_deg0,0.02640622685038911
LRE_deg90,0.023390037771066473
LGLRE_deg0,0.02218728417069933
coarseness_tamura,0.021814724908491623
mean_lbp,0.021806039403943003
skew_a,0.02043075010668608
SRE_deg0,0.020398301809555108
std_lbp,0.01993978385962644
std_l,0.01928737776841827
LRE_deg0,0.017912535449826694
SRHGLE_deg90,0.016289289864261685
SRE_deg135,0.01626307060365577
SRHGLE_deg0,0.015289729842168254
contrast_tamura,0.014812021117307771
SRLGLE_deg90,0.013420207295520648
GLN_deg45,0.012009978785492788
RLN_deg45,0.010085996852098612
LRHGLE_deg90,0.009083533795273746
GLN_deg0,0.00864158448941161
LGLRE_deg90,0.008484399467844262
SRLGLE_deg45,0.008089974174675963
skewness_lbp,0.007284007739310979
mean_a,0.00727664345066084
RLN_deg135,0.006891507434948815
SRLGLE_deg135,0.006624295776228078
roughness_tamura,0.006615606069291149
RLN_deg0,0.006474367598162833
RP_deg90,0.006418745366989978
LRHGLE_deg0,0.006362323024832868
kurtosis_lbp,0.00614917420626785
LRHGLE_deg135,0.006006600481209159
RP_deg135,0.005924941855536858
RP_deg0,0.005903682300690584
LGLRE_deg45,0.004720730701477075
mean_l,0.004215057977322715
SRHGLE_deg45,0.004148336760523818
LRE_deg135,0.003944390655373253
LRE_deg45,0.0037532532237103673
LRHGLE_deg45,0.003260648399507139
RP_deg45,0.0030354077086701373
SRHGLE_deg135,0.002934860398417139
HGL_deg135,0.0024839008807885274
HGL_deg0,0.0019366232671581296
HGL_deg45,0.0015764427793376159
LGLRE_deg135,0.0014484203682299174
HGL_deg90,0.0007950254454676961
LRLGLE_deg90,0.0
LRLGLE_deg45,0.0
LRLGLE_deg135,0.0
LRLGLE_deg0,0.0
median_lbp,0.0
