mean_l,mean_b,std_l,std_b,skew_a,std_lbp,LGLRE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,LRE_deg90,RLN_deg90,HGL_deg135,coarseness_tamura,label
22.76802960544793,-2.635912319064273,39.01183250485513,5.270770167004484,1.826357431395228,86.74062883035769,0.2061095719919199,46853.41365983909,0.7939607130789493,25.112328857293317,46.74165480145547,33074.23074759619,23250.18693708393,7.933485714285714,1
12.86307228025784,-1.135876777976338,30.5709117944933,2.920622782027773,2.613970166537381,72.87224279007847,0.1820315503125765,35893.246133154,0.8065280752027936,190.02521729185727,501.2342207224097,19040.195725534308,22732.951838097702,7.450881632653061,1
30.160381780306032,-1.2702251791767705,44.24665365202559,3.6159918503640585,2.381261039689289,79.28650885380232,0.1498488119501439,331149.16727197496,0.8027572124752055,114.13105940040433,163.7089175011922,24044.05903671912,35341.56321292776,8.059689795918368,1
42.97557121837093,-4.145082720735498,42.266657298676094,4.525212983739641,0.2322753096906348,79.1229335020737,0.0917832915206689,230655.4900238726,0.7329811311139239,38.597605910765765,191.99971559263383,17752.77612400161,34896.4101003073,10.832930612244898,0
23.001824308239904,-3.055015851552089,38.48276942571783,5.564651279726687,1.5318523439870784,68.178766889526,0.1006973515289092,112168.20365325078,0.8081598296062745,200.01489550911515,512.8305041480536,17430.87389917039,34783.619175754146,8.479069387755102,1
21.97714924559853,-1.2836097113575804,37.68405150673793,2.6774375647218984,1.5262025455257742,87.23376350282271,0.1525566447093082,31824.24555913317,0.8619333475716615,56.56260619300253,110.47304076938404,38052.141144295725,24386.54365113892,7.147763265306122,1
22.21445213331972,0.1063516988575129,39.54112432396919,1.0704071834916036,2.0999704610739283,84.83890043935251,0.1855497837288,39526.16146116241,0.8255575698937442,54.64781557910392,94.54121239405742,32263.715966254967,27434.080429996116,7.128889795918368,0
26.42599387899024,1.8626938795157937,38.192293850214426,3.3363403670156027,0.8565928126733495,84.27763361989801,0.1030342940558459,43909.1722034296,0.8621624265591445,104.78356690777576,230.94282619162252,33763.36707591077,28274.11215992162,8.015379591836735,0
30.527274583336894,1.5952881444649936,41.71968304488894,2.32263383937202,1.084615891448956,89.46779081401563,0.1331587688586877,40289.75539285152,0.8698244015425607,38.02205411341244,104.18166672006664,43650.315433661206,29553.674778659923,8.562375510204081,1
6.372876023622372,0.1742611720868102,23.3428489649483,0.7869956917633706,5.046033060081458,62.13374787028835,0.2638927664728414,26325.029981487336,0.7395583438247962,290.77683778234086,581.6176616803001,11341.79604103584,17500.182649907274,7.016489795918368,0
