Feature,Importance
RLN_deg0,0.17448992
LRE_deg0,0.09057028
mean_a,0.04678585
HGL_deg0,0.03815797
skew_a,0.0349503
SRLGLE_deg90,0.034947194
LRHGLE_deg90,0.034946978
LRE_deg90,0.0317726
mean_b,0.028666435
LGLRE_deg0,0.028561007
LRE_deg135,0.028023003
std_a,0.027215319
SRE_deg135,0.0269098
SRLGLE_deg135,0.025524141
LGLRE_deg45,0.025508666
SRE_deg0,0.02518881
LRE_deg45,0.024045374
std_l,0.022416243
coarseness_tamura,0.022344336
SRHGLE_deg90,0.022270087
SRHGLE_deg135,0.018658135
SRE_deg90,0.018219726
SRE_deg45,0.017300658
RLN_deg45,0.017073205
GLN_deg90,0.015884431
skew_b,0.014287493
mean_l,0.013381608
std_b,0.013267312
mean_lbp,0.013239125
GLN_deg0,0.012730064
GLN_deg135,0.011506309
LRHGLE_deg0,0.00961997
std_lbp,0.009451225
SRLGLE_deg0,0.009043478
skewness_lbp,0.0067420304
directionality_tamura,0.0063009053
LRHGLE_deg45,0.0
SRLGLE_deg45,0.0
contrast_tamura,0.0
roughness_tamura,0.0
