mean_l,mean_a,mean_b,std_l,std_a,std_b,skew_a,skew_b,mean_lbp,std_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,RLN_deg45,LGLRE_deg45,SRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,SRLGLE_deg90,SRHGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,SRLGLE_deg135,SRHGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura,label
24.055454096785294,4.473140539506578,-2.7887146939099394,39.84564169500987,7.879595133947196,5.182863103778003,1.6867858811823389,-1.8272314696664305,192.63425625,86.85315941437788,-2.0160145287819438,0.7887647996414138,41.83398071079403,4993.26460562822,43881.97209671026,0.2001559295260409,25093.62987184569,0.11960155170846,47192.4110318404,0.8034557756902512,26.38473334887316,49182.54700592558,0.2105609895974829,0.1370103191368823,37971.849799413576,0.7975418767534964,39.05606009055458,5035.937580151273,0.1212031662431869,22736.62029521027,47621.24511240807,0.8051974511113124,23.67948514027725,5878.59812066413,0.136855126644322,22414.23778692896,8.0684125,83.65483147020501,489.2570708736992,91.723243970205,1
11.049552144748908,1.821016635271366,-0.8618746424299292,29.2461921036098,5.175213718589686,2.434933284527392,3.219610809494858,-3.10726504063226,222.88841875,70.46275758068688,-1.3671724902291416,0.8054264240813469,446.0332586329836,2589.487572578181,23860.22542528267,0.1972873462720525,23272.14306814709,0.1235230022966307,32335.55589793216,0.8063358562297778,230.5832099708705,25584.33985960556,0.2059758631260046,0.1389232525464651,28858.33047609952,0.8036387702584491,494.72180720425706,2619.645108473189,0.1229701377629586,21321.2330224252,35194.32339848547,0.8002571621482667,258.99851340334726,3053.519589507505,0.1373953680990797,21085.83318074548,7.14015,46.80029865378064,599.8595516762547,53.94044865378064,1
23.1433485026554,1.7247011583382732,-0.8875150791861847,40.78661644286324,4.68402958127943,3.1582876744595607,3.0533721018451683,-3.289166182263348,213.5512375,77.4086638382203,-1.606361372673692,0.7822588637639241,240.9778498536508,2996.8716082588403,28819.25239300688,0.1778201444730893,31915.83225219524,0.108872561320602,283086.1872676212,0.7873020876778736,143.2974803526402,31421.03338670789,0.189114735829619,0.1256809611472072,245752.8734838864,0.7699496873854224,211.98127778119172,2948.5144513406667,0.1096658345851314,26965.543686483867,374915.2335975747,0.7851283501820255,123.39361741512715,3524.2389396912367,0.1249379190572874,27423.411576304887,8.48146875,82.8303391046085,526.1019670814935,91.3118078546085,1
24.84730449782376,5.328957624925526,-1.8397295596749963,39.67492100214625,8.823859909558992,3.175686743850045,1.2594750252177378,-1.4969330416398587,218.0430125,72.2279725932055,-1.5350141852165131,0.7176758518361116,194.62309936350775,2202.3165664780763,21559.853120579915,0.1445526743289401,30385.508707567184,0.0852604414016456,158362.78953765912,0.7362259368914232,115.12428055412218,25300.351367443334,0.1483332374769755,0.0948922959975778,106331.45252649546,0.7135602880614005,325.0493024988938,2128.1606232096697,0.0887865763291067,22158.038216595716,196778.1196814085,0.7340893877708169,124.33555630760657,2595.530249039476,0.0969080052415803,23564.434714994568,10.068675,85.26787137887241,475.722590981918,95.3365463788724,0
24.71934894776928,6.623267864986924,-3.3708915757267124,39.1222007942248,11.195052930452182,5.694952586902404,1.3235996596578985,-1.2936314656521632,216.01589375,73.86650901212748,-1.5832928930051189,0.7763159641775119,329.0577710757443,1629.454710329509,27503.03223768671,0.1187707044888101,32175.819045096083,0.0717621562267712,104668.1242230962,0.8044165412124457,162.48821127744878,32891.34064074742,0.1221645973647251,0.081958757819004,71698.16956633686,0.7756475205454748,363.3560631229236,1567.9835548172755,0.0707788212038491,26393.589161553835,112306.49962624584,0.7986678045517613,227.10492290544303,1881.3650380828533,0.0800395359017377,27395.3906745091,8.6423875,84.25281164505999,573.898999142122,92.89519914506,1
16.455163691089158,3.483990515841546,-0.92917231075288,33.97530651415487,7.080744042823316,2.3559290067815915,1.9933856151201883,-2.4577778144433133,206.2548625,82.74667754723507,-1.7672662738213634,0.8388749435119264,202.4399129148593,3428.112861677552,39856.586744445,0.1778801326551541,22622.976566784662,0.1168961989993561,28662.62267537518,0.8430768410969293,98.73631951273671,42301.09374107794,0.1873320059758209,0.1307122252441394,26750.03738540113,0.8366864078988148,158.88536933231617,3505.068161464725,0.117950849487097,21069.375129892705,29158.280954592192,0.843744359045824,107.553732125002,3875.426587522021,0.1311855781086531,20773.299682411707,7.7593,62.500435798506274,608.4473535718315,70.25973579850627,1
26.473685100207028,3.172822853956992,0.0660478797187267,41.39397214990989,5.681273975934596,1.3014352840816523,1.654637503471218,-0.2538814371040529,201.12148125,84.03241323177562,-1.9234905917099128,0.8262721300117432,128.36916139051488,2864.446870146936,42905.6897025445,0.1467546248479956,32327.983843029506,0.0909271595033366,51493.53630091984,0.8310407860447631,71.51655808516401,45560.13102484782,0.1576689145362519,0.10608187133127,46614.08466506052,0.820378954235658,127.6571159169024,2816.137056300757,0.0899592225952741,29058.49705141816,55329.77393010311,0.8327654221110866,75.4280236323354,3303.3403681190707,0.1052389675629325,28950.049429696304,8.2706125,89.45574098502354,459.38523200246647,97.72635348502354,0
17.674896103156247,3.986139108570059,0.7167072572567207,34.367989119362015,7.558243980919629,1.8630333861477948,1.6305027881947982,2.7159991106940717,209.0927625,80.39146896666706,-1.7131383997610985,0.8397365685600318,257.8264086813362,3031.048363398184,37473.24585317496,0.1580811604942822,24072.8130255448,0.1047920396690027,34548.826320168526,0.8385493670954534,204.4434519225833,38706.93907969266,0.1641398733726181,0.1132658003767681,32713.647791638858,0.8364549282860082,301.47987284351893,2994.6206736436047,0.1026757457962248,22119.410290305743,35476.00853662893,0.8408438284855484,146.84732446327007,3310.4047037524124,0.114339999322671,21663.94712598241,6.98749375,65.3692857247187,562.9094654747453,72.35677947471869,0
30.319925582369613,4.324988161836811,1.3929921600956392,41.9526360515643,6.052096395283903,2.092631702839812,1.1256916071528975,1.3707476444332207,179.9184875,91.46087909982248,-1.7083209678038538,0.8483657247460437,35.69728772566295,4648.988878811437,62797.356806599295,0.1637147858356379,27048.607292476463,0.1075753611501881,36106.25102574069,0.852339603342161,20.08053929395068,65687.55893309959,0.1716144016745976,0.1184329590029744,33958.29044443749,0.8431135693336893,40.10294406924136,4555.112473499005,0.1050084980454863,25213.12154813715,37207.11582847026,0.8564733740364453,23.332745510938683,5125.790946152011,0.1194717421885807,24960.294983422547,8.289875,96.22868852786792,454.3998170173834,104.51856352786793,1
8.096431443614279,1.1324020036764275,0.3093685708491192,25.542857758530012,3.814605588654135,1.203483176544979,3.820636008358264,4.826590929411453,226.93295625,66.46182728744061,-1.2669096635853652,0.7744498028937595,635.8064535106039,2994.2283436773832,19002.25128687825,0.2304865039133033,19752.865046915904,0.1389484361253442,26633.624702179604,0.7758744509510083,257.05166811091857,20765.740955372617,0.2450991306734022,0.161776695180527,23402.272394930675,0.775561414643579,458.9408765678862,3127.610874540135,0.1417571504977612,18059.95946116816,26436.0058225428,0.7733632530574658,293.2160616001952,3705.761868611556,0.1611728273332934,17446.988884006114,6.6751875,36.98557210203448,583.1661889370007,43.66075960203448,0
