mean_r,std_r,std_g,std_b,mean_lbp,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LGLRE_deg45,LRHGLE_deg45,LRE_deg90,RLN_deg90,RP_deg90,SRLGLE_deg90,SRHGLE_deg90,RLN_deg135,coarseness_tamura,label
46.87016296386719,96.78180285960867,88.90960389344332,85.04945423181431,222.82466888427732,33108.90548041832,0.0820794857011522,29224.05977618029,0.1212163165120694,57738.830871448925,642.1993920599343,43519.98222235868,0.4969635009765625,0.081983028765948,29260.51008650718,46012.96401073008,7.274803161621094,0
46.095481872558594,91.46236533902766,73.14725081079375,78.13569837951344,193.86959075927732,15244.590103687096,0.1349013686731209,14527.74149695184,0.1939737930229007,17897.31302826484,101.93044193893506,82914.80992510905,0.9270477294921876,0.1314471016990467,14358.82697687882,88256.49384932198,7.561878204345703,0
63.9145393371582,104.58198143200104,85.64101578696761,93.8686827257389,192.40332794189453,22124.40911022618,0.0992395429144391,21004.145409381985,0.1457224260030143,25897.84540060925,108.66239748871884,94589.3563978811,0.9721755981445312,0.1016749403594269,20797.23095511364,97056.52971977412,7.6912841796875,1
50.00088882446289,97.288397983393,87.8489063553864,90.28643568824845,199.1408424377441,21631.50831126931,0.1335872026529775,20258.342330654425,0.1934826770919986,27713.49452754006,171.81564949983462,76449.73663320311,0.8534469604492188,0.1311030188452175,20225.06841093361,79244.53886617006,8.101982116699219,1
10.955379486083984,49.75663226498308,45.69926418285431,49.18460277812685,239.457332611084,17455.112595419847,0.1437127012181559,16225.824997526692,0.2267434393189616,21861.31177044239,1804.653297141945,18510.258310713714,0.2389144897460937,0.1420501839787571,16431.70202564109,19279.15107175322,5.6544189453125,1
77.83662414550781,115.29758275317693,92.69418022325036,90.86074467873642,214.03932571411133,32124.954320394183,0.0602937642636199,26155.343979328565,0.0920598012837028,72766.76746616913,580.1816524830888,43965.22044232226,0.5943832397460938,0.0600532791963661,24848.92524693182,54618.79923007247,6.8817291259765625,0
46.02054977416992,94.40648170093468,79.5210463535977,91.6547198536686,211.2635307312012,23266.716426858515,0.1045922866658934,21424.44295097214,0.1611333167395014,31428.68733719945,371.3246154719337,59609.276179124805,0.6721115112304688,0.1034567681340065,21457.179167165603,62908.94521608256,7.292865753173828,1
63.58219146728516,106.686410642092,103.62517852367908,104.48164809908955,189.77375030517575,24443.029923503826,0.1379916907422121,22436.790791410804,0.1924216939594221,43978.03658793988,64.60392591054828,88342.60908510753,0.9922714233398438,0.1337460147071604,22356.19757110576,91436.75194047038,8.05111312866211,1
30.712329864501957,78.29518410955642,70.80789213799797,77.55904819016547,227.2513732910156,23836.39561098889,0.1061203413984888,21242.829735564028,0.1633747480184198,39292.13057623935,730.4522403366694,36797.97924107932,0.4400678535856573,0.1063332742993182,21852.61071946799,38157.95535893826,6.5037841796875,0
35.8644905090332,84.48094353532643,69.77615932354573,70.9809880125106,209.61394119262692,16926.433832053128,0.1338173976492902,16010.072063946134,0.2064981187522927,20083.324242705337,200.48524879856905,61337.51574251665,0.7080535888671875,0.1345074141691629,15847.283922291024,64315.52467239968,7.203285217285156,1
8.882877349853516,43.1923967109224,38.276020142107626,38.39765552686966,230.53796005249023,8527.197044944052,0.1811750345229587,8286.148902975425,0.2925332484468194,8578.768779276483,589.2838217745687,27475.175272536053,0.3772201538085937,0.1830730883501006,8260.779292969673,28380.01838829767,7.52301025390625,0
52.045291900634766,99.51699908650052,91.81798865210732,95.3706976095348,212.64784622192383,31479.96895342427,0.0868835350083838,29377.115679337658,0.1302854951419196,39042.2819202009,334.3280576204955,63545.42036139982,0.6599197387695312,0.0906775955462436,29271.48609680979,65387.9706510437,6.624458312988281,1
14.252197265625,56.15801808063367,52.228380523229,51.162875864593325,235.1488151550293,18177.08466875725,0.1542510565171812,17337.883640553886,0.2299507516862505,21433.53265008697,1527.4016343207354,24220.043360572014,0.29876708984375,0.1453229829150922,17414.455262072235,25687.80113917198,5.739490509033203,0
33.89875793457031,81.79341850748371,61.41708888459787,62.6497213142729,211.77140426635745,14687.4885212423,0.1274319263152236,13855.324054943872,0.2058605786977501,17142.326286147516,233.24558465110368,56152.38927841244,0.6604995727539062,0.1251162980869355,13977.717461271328,59407.45138073494,7.582828521728516,0
60.680938720703125,104.8315506950464,84.73506088933564,79.85039137537284,203.6783447265625,23342.922411882068,0.0953462682863414,21146.12069059772,0.1502356439311012,32369.623126435945,173.83203517949013,71043.35081769321,0.7963485717773438,0.0951827639173615,21380.17360925058,73917.39601129157,8.687908172607422,0
76.24374008178711,114.617858484995,99.32868062422516,98.43450547493876,211.47335052490237,36484.04492418051,0.0567310060583378,31446.62087708404,0.0885674584867676,64181.70631125217,414.3478840932497,54165.63266548076,0.65191650390625,0.0570369141056402,30520.204255675464,62795.087193752006,7.752666473388672,1
20.78804397583008,66.87900390296824,59.39632222711916,56.53877755091269,225.38177490234372,16438.929465530855,0.152799536273465,15471.800756631055,0.2331033091086642,20282.506153210164,491.9664543813643,36291.26870551374,0.4480438232421875,0.1516021839922494,15409.468692081164,38131.83271245264,7.456279754638672,0
55.13216400146485,101.80203950270403,85.16322657202356,89.56858199800138,209.8625526428223,26594.23325876869,0.0913970684045773,24288.769566643725,0.1389281714309358,36724.89338693001,370.4848760266457,62087.88422872724,0.6883316040039062,0.0908604814438273,24142.447192648997,65303.62166322271,7.568408966064453,0
7.311431884765625,40.86729879833342,39.21447425151084,37.45973041071693,243.2898178100586,16982.239808153477,0.1643567659649608,16453.781418831266,0.2391497144071002,18450.542984622734,3567.494888434528,13496.795981865054,0.1716461181640625,0.1514529139872287,16843.650473524434,13990.64611217336,4.923503875732422,0
83.88949203491211,117.01842408646108,112.34891000866158,115.87220444718956,197.88865280151367,34330.15956711547,0.0919414601913722,29957.71391574692,0.1312219762834638,70645.32385983247,105.31375365429136,81687.87520489379,0.9029693603515624,0.0943621805870928,30522.824588510823,83053.96829368,8.197029113769531,1
50.8348388671875,94.25593449420774,88.51575321059987,92.21992016327792,206.79969024658203,23051.57013869118,0.1160997000153782,20882.958534860903,0.1683636728664152,47338.02633966461,330.94288737215527,64480.8450303923,0.7384037990196078,0.1142094555938956,20842.950539381505,68128.86632672,7.561603546142578,1
59.22378540039063,104.83164712791924,92.96632052157172,97.35658081770396,212.8987846374512,33008.139120233245,0.0728816238691087,30260.07337420113,0.1109940958975077,46475.8287091796,572.9073464780614,58447.48740363601,0.6353607177734375,0.0725856499546345,29656.729538307423,63939.0521510629,5.903362274169922,1
29.226791381835938,78.77569768237167,68.87743898527528,66.61950962559112,226.97333526611328,24098.27609841202,0.1097924954154479,22283.557484857305,0.1744796746431459,30356.037562437563,773.0844541033543,36885.94675525946,0.4282913208007812,0.1093115003341517,22434.41298212234,37968.270687944576,6.870853424072266,0
76.80167388916016,112.21705536547591,80.80254989944108,79.22344011818859,207.3061790466309,25140.777782440386,0.0660124469835862,21287.421190410867,0.0983902121170852,42430.30798984063,248.47295255981055,64083.1404221442,0.74749755859375,0.065280572815616,21752.043651657124,69811.35460938029,8.970455169677734,0
60.54702758789063,106.3099446422998,98.25838285437052,100.99220526332078,216.4703140258789,36855.55749887885,0.0712645814205483,32588.30487113012,0.1045095528766917,63953.27071897502,533.7451075487279,51241.7713884993,0.5820541381835938,0.0696198922475091,32213.513021509807,55565.2320066701,6.923366546630859,1
11.402088165283203,51.13427661020912,45.56387169170763,43.7137738178832,241.0022087097168,18649.571107142856,0.1360083308495756,17110.583551051765,0.2238994364349354,26687.25370303764,2154.349129523948,15310.61684605938,0.2112274169921875,0.1333051370731275,16874.074525412307,16232.371183892266,6.338016510009766,0
63.61430740356445,101.07948761136204,80.28422644908657,88.15411401344848,187.14276123046875,18644.695390592035,0.1009451121047999,17678.11138287919,0.1460894348600191,21486.1497209517,88.96673346121756,107145.1496673346,1.0698776245117188,0.1045142569109379,17759.127932468487,107093.43270558388,7.386821746826172,1
35.70193099975586,79.60577143114806,60.07704405677905,71.35961022265654,218.4703025817871,16312.273005677738,0.1029801964013373,14828.386567481244,0.1651025230742016,24423.009659672465,492.34100932283815,45152.69164852342,0.55978125,0.1043781650441667,14403.264710115487,50214.58701754836,7.78326416015625,0
77.38759994506836,113.86907377652732,104.11916024729916,107.1158444703632,198.6163330078125,32558.246031538936,0.088959471814607,29312.34995876513,0.1290680673767049,48109.44466861444,144.0582376712084,76194.49624503808,0.853363037109375,0.0870386437255422,28873.225056414893,83625.21997657687,8.53243637084961,1
40.22328567504883,89.88130871315238,76.85727702153513,87.10745501129512,215.5924453735352,23596.86981364604,0.1101111086339834,22017.55418588705,0.1717858751271692,30209.74883648959,451.5193038015423,50904.52023069298,0.5926437377929688,0.1062907827400325,21911.39950476309,55239.47811896991,7.407875061035156,1
