Feature,Importance
std_lbp,0.1575
contrast_tamura,0.1152
LGLRE_deg90,0.0803
mean_u,0.0676
skew_y,0.0671
SRE_deg0,0.0628
SRLGLE_deg0,0.0624
GLN_deg45,0.0526
LRHGLE_deg0,0.0479
std_v,0.0477
mean_lbp,0.0469
std_y,0.0431
mean_v,0.0409
directionality_tamura,0.0373
SRE_deg90,0.0364
std_u,0.0343
skew_u,0.0000
mean_y,0.0000
LRE_deg45,0.0000
SRE_deg45,0.0000
LRE_deg0,0.0000
RLN_deg0,0.0000
LRE_deg90,0.0000
HGL_deg45,0.0000
coarseness_tamura,0.0000
LRE_deg135,0.0000
