mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,mean_lbp,std_lbp,SRE_deg0,LRE_deg0,RLN_deg0,SRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,HGL_deg45,SRE_deg90,LRE_deg90,LGLRE_deg90,LRE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,label
44.1639723075652,-1.4649887059336089,11.138195634863996,91.596394997039,3.5677883161562534,22.829198303945383,1.6130599746058447,-2.5599263194442954,223.6087528075539,68.94211069937145,0.8155711456529848,628.3696017274472,41527.80425263916,0.0939522337687475,71078.89671305183,0.8182465070967226,339.62433959858924,3379.0403393719635,32924.47910086259,0.8112028892848252,684.7058246925303,0.147068595136209,310.087376851655,7.331193708074488,66.444129676876,471.0761904761905,0
21.09398056825888,-0.5827070806308575,5.294454389747692,66.90396452716784,2.070589976586032,16.507019946795705,2.896930942276321,-3.81092875995004,235.9054713175329,55.83417743564548,0.8201615763772758,1565.686373117696,22104.9399948567,0.1221956166301895,43708.77169471669,0.8123254381103066,722.1792133927135,2360.33471052208,27253.88367226485,0.8132254282752102,1242.3398197577635,0.1860464043633741,791.6019010493152,5.174468344085273,38.196586970994005,449.2782494729044,0
11.970280600251655,-0.1442222339104152,2.805992320857086,51.89560622375927,0.8316741423174271,11.786650477360444,4.1821311329503255,-6.609879601319897,239.07903286495147,52.108692681622415,0.770889459828652,1803.8981961235847,17317.24416298855,0.1656934703516056,29026.70655024628,0.7598654651308708,1130.9715407551737,4071.7369291175855,18809.001859888405,0.771858034289224,1670.0234507470327,0.265421611620198,939.720092881077,5.475682039787508,25.01700555501507,457.9144625773776,1
11.574791743195858,-0.1452642019628576,2.748207802267119,51.12089262230152,0.7709017101870838,11.75738281356896,4.274683857748459,-5.372671790369895,238.79577373332592,52.39873841572639,0.7517344720311417,1356.7554376657824,14848.79685234306,0.1744519361573266,42603.44940760389,0.7408104777827337,726.8751497102903,4154.186482374648,16712.24015149063,0.7461187236925917,1916.5445101716923,0.279700942936712,823.058504910758,5.34355114005306,24.394778851574834,560.5732899022802,0
40.77347198141628,1.5815079349442618,13.148647611572246,85.79933376052588,4.017039049430337,27.250271625437485,1.674838770787154,2.695574134070001,215.332565367162,75.36502775028728,0.8238005871788893,408.8733308050061,63777.7246452025,0.1199404377885146,40367.92332182279,0.8315015920942903,167.0415596304565,6197.406385741376,23691.599097626364,0.8303422763382291,402.6466553667863,0.1840856356894576,161.29826724580823,7.174838885993569,61.343704387162674,508.71398188953935,1
26.94145862082961,-0.9744852193089256,7.701213606353328,72.712371311406,2.8536884479885285,20.26408681711908,2.382849261014019,-3.0199813189104447,223.52496144167543,70.00748198760182,0.7997021351386397,354.2619669043455,22230.161899636754,0.1377182364114188,29374.041409928697,0.7997806854108835,162.85252344352412,3375.0898937890206,20461.7561873492,0.7986887083417407,394.5915893364802,0.2187515819420577,190.35267924910187,7.603647482209054,45.20906045688213,501.9583005982958,0
51.08025995386193,0.2638225179425845,14.401299235304167,94.98933152447084,1.602349269818161,26.07447324795448,1.359861288995672,1.6004247089577537,201.74901386990203,85.03243475333838,0.8436188070805364,133.60940120310036,80402.89220487748,0.1309776336598692,32113.253510433267,0.8413950994365968,67.18642217155336,8225.741818940878,24418.80577410964,0.8339827950636016,124.56875213675214,0.1933645328174343,68.63690298417106,7.294094611528822,73.04887685142836,250.85017850547837,1
49.12156381448394,1.6681734104472663,13.829910701771212,91.8248924370182,3.901882891193867,25.60078848273676,1.3691397917365025,2.368649102855381,212.83696157336027,77.6001465585796,0.8248401503298842,259.80443364035773,57302.41979080711,0.1107990094290111,141747.55575503467,0.8252612784785187,123.85753646005966,5062.504101756712,25412.32815089493,0.8178433607816658,304.793255506559,0.1710130957242739,114.85592719046087,7.888279469153198,70.39459002412204,564.3913786875376,1
20.45197302870517,-0.6328990146201537,5.8987083746584,64.49389198429421,2.271143817349892,18.288283749709816,2.886680493046717,-3.931924644581031,234.5406388914655,57.90071689241065,0.8104271900104071,1270.770335441003,28694.94714392884,0.1333314998847944,38590.27885542814,0.8033268884906128,649.6661720163438,3541.035696135629,22965.81137560222,0.8013374845405302,1632.6665934210816,0.200345696559744,618.2814913934676,5.075537463699349,36.88746959326728,466.5026908511063,1
64.03608410312208,-0.1649593677369681,14.503639786975764,106.96199530259229,1.2448856831863018,23.55733771322104,1.0993518743887571,-1.3212664800135556,195.16792127429645,87.74467960304548,0.806625426970751,45.57176441474883,78644.34522704776,0.1466739622463171,62941.28554967829,0.8060390781309019,28.299486678797024,11498.90856373615,26255.70928564032,0.7979345979983498,69.31454072264533,0.2199145676540787,29.43618305571808,7.960892510843659,87.70166603246238,545.8852713178295,1
