mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,mean_lbp,LRE_deg0,HGL_deg0,GLN_deg45,LGLRE_deg45,LRHGLE_deg45,LRE_deg90,HGL_deg90,LRHGLE_deg90,LRE_deg135,GLN_deg135,directionality_tamura,label
63.09041368979592,-1.899444285714284,14.899664204081631,105.30408279180884,3.6460476854077664,24.51371100843355,1.0847532208457946,-1.776133905868517,214.5883918367347,275.3085263157895,38972.34542105263,1638.1474769723668,0.1255783643277011,74687.14024329196,348.4228528064612,39144.2379868282,94513.25579315392,176.72434164413738,1627.7907279463302,539.8051824027503,0
43.34112952653062,-0.7707798448979579,15.796833428571423,83.19541532097556,1.37863357472842,28.718616827487526,1.4677475669966964,-2.1828899502739567,189.77357551020407,36.91639013598803,16017.635337367428,5537.854805089755,0.2308795134529414,19679.48819338581,38.309859154929576,16143.158558918523,22331.680351613224,22.5417063609814,5505.853586544018,551.4248722316865,0
78.43168582040815,-1.429171469387753,21.36598273469388,108.87877563897348,2.422575161251457,28.648246670261525,0.6955716364071595,-1.783844023432696,183.1555673469388,27.56372263753973,29027.025083187847,3984.409537366548,0.1796771802874118,38265.98755871886,44.23435766751612,29088.888742317493,43287.31095787738,18.83182752996241,4001.212665768385,492.9978376732146,1
44.34679544489796,0.6792416326530625,13.676920326530611,88.55354813487584,1.8272202543278449,25.95137157205209,1.543445780272801,2.478331741212949,205.1866448979592,213.0318058614264,23544.29309249534,2918.716250379209,0.1818163998108302,27688.57846091617,147.46537002902605,23351.022436916035,30375.231890506155,95.05296076679392,2876.3061895865485,600.7450092324844,1
17.880731453061227,0.3499028979591842,4.488493346938775,62.58926822190648,1.4071917989225458,15.23150513459857,3.267664283178705,5.28711521605416,233.7107428571429,770.2881058593554,22480.5462884066,2323.950891432219,0.2453619279742587,29646.487985044,650.3883156373062,22621.170131100145,34997.8218433777,373.7824063615416,2373.357655988795,476.9753635380362,1
67.52622122448979,-2.92659443265306,21.918826857142857,100.41903186511912,4.501179967168337,32.14346834664702,0.8363902529191338,-1.063403422113453,212.86557551020408,322.55727584759364,33359.29155246068,1520.019399873085,0.1016927662662521,61930.460271054304,333.8935136586676,33522.52415594561,77668.55047237751,272.29955906878985,1493.5848621233238,551.3623148467102,0
51.27288102040816,1.537503387755104,14.901660204081637,95.32029989352068,3.457571936904592,26.98306453458917,1.3583359338214838,2.689439703725691,205.1788081632653,149.86566161977169,25500.923451816238,3318.4250724465087,0.1988512865129668,40556.68873804136,120.07608466055513,25153.112796248573,49350.183219973806,72.10851508813863,3287.0992331441093,519.0949704568382,1
70.66455721632653,-0.7041844979591817,21.692203142857142,99.08845541076822,1.648271542922913,29.439757723275186,0.7197696748423167,-2.2096908964604385,191.51662857142856,89.43071569898342,27106.02920106434,2679.611374407583,0.1409849645057262,34079.96496389834,104.53745256009056,27159.179539250283,37956.80193421666,46.06180142545084,2679.6176315831435,648.4406779661018,1
43.87440956734693,-1.1392940734693864,17.16548457142857,82.77489345827529,2.532466786444244,30.63227865316569,1.4215578738002903,-2.160356658567755,193.2734448979592,56.25131639486734,16557.729001584787,4798.489668209373,0.2151229815078568,20881.77067987745,61.70761136443353,16715.065240266573,24143.10410382322,34.06424311739237,4796.18817090107,540.9898661715788,0
71.76257772244898,-1.6712449714285695,22.09288053061224,103.7803380361093,2.63372207855161,31.477210667445544,0.780850893250954,-1.3444796656044775,202.22035918367348,153.25747874038015,31628.84737511867,2115.9829823725586,0.1366467189527608,52714.127222486895,138.27927614763317,31510.047602494637,67282.57352008997,73.49175860820519,2151.8639646334723,457.1574199368516,1
9.954517338775508,-0.2082402612244895,2.7577684897959176,45.74591101534615,0.8780089776056821,11.580501493333392,4.576420488467311,-5.253511435498904,225.98582857142856,324.1132606923134,9519.93543844044,5652.019816662173,0.3481868159471952,9846.933169317876,323.2587485949794,9529.354552266766,11278.320307231174,193.4534824777804,5629.593829204826,463.5925020374898,0
