mean_g,mean_b,std_r,std_g,std_b,SRLGLE_deg90,label
49.2044,49.14003125,94.64888986289009,94.63409603911268,94.45011023021108,0.1153514106125209,1
67.969575,69.62196875,115.4523453304869,97.45952518517302,99.73824748372122,0.0968183574783264,0
55.0740625,54.0953,110.6635288808878,87.55672740998315,85.91839001581674,0.1015603378490619,1
6.02745625,5.9894125,38.99422230323389,35.57377882520123,35.24999894191265,0.191209346863858,0
81.75326875,84.63858125,117.7628720575802,111.30897770368873,114.99905030145749,0.0807334664498963,1
54.5450125,53.3164125,108.72663382436404,92.6831410579877,90.56011336747456,0.0891054616140974,1
28.8202125,27.78415625,81.0947133943639,68.00659757666784,65.49402715305865,0.1211369287411579,1
38.96745,40.9625875,93.4250725470331,85.58623898149457,89.73217748001463,0.1232216851974257,0
45.78164375,46.7456625,97.50931573969932,94.7583125076533,96.0974492374074,0.1325073099583211,0
44.39991875,48.26951875,98.78014572636464,89.66796290338819,96.61166345681768,0.1060423215028987,1
40.46865625,41.75595,89.57969085924276,82.48961468008767,84.928328177926,0.1302426313078055,1
14.7430125,13.60850625,61.74969570606673,54.11151282236382,49.78345321383111,0.1619238291043104,0
47.4210875,49.52424375,100.33675534574728,91.43300052670996,95.1311522963986,0.1303070023766318,1
68.8138625,70.0718,113.43296076327124,109.3169295115404,111.012023142811,0.1036701055030217,1
18.34804375,18.25831875,70.7369668550413,57.69623836783544,57.10654704299147,0.145374780548077,0
51.77536875,55.6085125,106.62122032236871,90.44220998544608,96.86723743112188,0.1050048779865924,0
31.89913125,35.9978125,81.81211933720073,72.96600445923617,81.18591400430769,0.1259289601342147,1
58.99511875,58.31730625,107.97141120588356,101.18878257951025,100.0180403002064,0.0974263387741695,1
14.5120875,14.6554,59.118714031005815,54.01961973572512,54.53938692211346,0.1795381782118875,0
6.6453,6.36571875,41.24064091180975,38.1538330369309,36.36074952535905,0.1752201002124311,0
12.6336875,12.5582125,55.77278982264749,52.70068099799417,52.392788256637424,0.1625858238903163,0
27.64884375,27.76810625,89.73812935217718,64.5595150464909,64.84215242832946,0.0933075510453212,0
17.58206875,17.35933125,64.54397209364053,62.70888764537507,61.88732584142551,0.1510254021288034,0
14.5189,15.74126875,60.75208944869683,52.773295024946094,56.63107860874869,0.1656773316283205,0
20.48284375,22.44535625,71.42511363587388,63.906113308220256,69.03282725675217,0.1338619136843794,0
23.15506875,28.29318125,75.28241026886693,56.42245871488386,67.96152551999292,0.1048286224106504,0
31.6815125,32.49203125,84.90168012904324,78.34962302533653,80.22529712627448,0.1339675404572281,0
32.44529375,30.25328125,87.80941203942398,78.54787971184335,73.21084980969965,0.1112592724054738,0
28.13685,28.04271875,82.17852614928874,73.36463110435095,73.07357341309098,0.1337570625445184,0
31.1351875,29.51863125,92.64774377817352,68.5690135873329,64.97925834738746,0.0876783044892147,0
57.03015,60.66285,101.4221074552056,99.1366800355827,104.35927877950049,0.1234115318610243,1
22.41485,24.9385625,74.60751417330144,66.70171886449029,73.07991388154198,0.1235517073542819,0
60.07835625,64.36695625,109.82009617393132,98.09031197854397,104.66105698568398,0.1010212714149056,1
69.05566875,68.1817375,113.10339353223156,109.4296250781308,108.03597107667932,0.0852215235314498,1
57.9489125,66.1801125,109.3435737680596,96.38846988912805,108.36011891829644,0.1212031662431869,1
55.39061875,60.82003125,107.33411183268387,97.11818372860024,105.48171283449572,0.1066641212232611,1
77.661725,92.5077625,122.60664280139184,99.39472921148472,117.63046986110186,0.034168363976036,0
13.36133125,13.08925,57.537051027392,53.37022398751736,52.11660624923212,0.1719887555645684,0
12.382275,12.58865625,57.50559420547573,46.8627520353252,47.585008038975225,0.132848071436263,0
57.40980625,66.859275,111.85938801787448,92.15361076804024,106.24560471602756,0.0784974248647733,0
31.60220625,31.77558125,88.18057815233976,75.27075065310868,75.63776639334777,0.1061199217201392,1
26.10659375,26.2994875,78.85164604955546,72.83454842327546,73.20665582607461,0.1353484121075672,1
78.96103125,81.461025,118.34655231590966,108.17268301279452,111.5228353004414,0.0879129198983618,1
19.7789875,19.07604375,67.94583920730511,66.70938785864281,64.41224804800781,0.0961828216973656,0
45.05471875,46.537575,102.6254409547848,74.47158207738303,76.8543879724468,0.0828676426280049,0
21.53171875,21.802275,71.7715939816414,66.41779199823567,67.26610321941041,0.1575440071300511,0
40.2087375,42.14255,94.90158909280709,86.92853510876675,90.84882149481908,0.1109986980325371,1
25.0793125,24.29710625,77.12508555248091,72.30576453179472,70.0399392962773,0.1094355170477904,0
44.4249625,45.776125,97.22389993198368,91.8682980242564,94.55174234240413,0.1027113378861607,0
32.11473125,32.16810625,86.16111881553287,78.46251871428977,78.50675955953545,0.1531622167849257,0
59.38024375,61.8690625,102.23815725188368,97.308082120349,100.6453961583494,0.1183413385779882,1
30.8509625,30.72796875,82.17267171781855,78.65831933319954,78.33977720640404,0.163990412985532,0
25.65261875,29.705275,80.91246903041635,67.56048499320552,76.6861776148373,0.1439754728936478,1
36.92469375,36.6143625,96.7835078363365,75.8568492142846,75.03953805307303,0.1211350080893495,0
34.10811875,33.4116,91.38699707694312,75.90129695259427,74.2397554241661,0.1249653258458933,0
