mean_g,mean_b,std_r,std_g,std_b,SRLGLE_deg90,label
61.2928625,58.729275,110.30736583795922,102.62824029747412,98.34007637008614,0.0781082383842889,0
39.11318125,41.66124375,96.12048316495957,76.44474971346723,81.37533210656093,0.1359998338257577,0
66.83589375,66.77463125,113.25618837871237,103.25822848755789,103.04263069320642,0.1168452344494456,1
39.1154625,43.23245625,95.17972400266557,81.32919751485989,88.92409302512922,0.117950849487097,1
13.506925,14.5572375,58.06146227608689,54.29181627597639,57.64066434704404,0.1345820487703121,1
54.2444125,52.8704,111.14066453082226,89.52026921334543,87.20426747780179,0.0606763306258294,0
42.94011875,47.90741875,97.5931583389814,87.62061034931163,96.0776500283086,0.1321741110900758,1
63.57039375,66.18588125,108.61666010748662,92.99792924963415,96.78335912960917,0.0863333150174922,1
46.34345,48.99413125,106.33732046180916,78.0234896015136,82.44962581363103,0.1037669367631708,0
54.8967625,55.4892625,109.16391251874118,93.18735136550772,94.0690649719986,0.0960933815703846,1
9.32134375,9.32858125,48.13058230317574,44.09196448270745,44.13166454613001,0.1919566940673933,0
56.55905,59.00121875,106.47083994226936,99.10503040006344,102.97979713159587,0.0883934463766464,1
12.36338125,12.13874375,55.27292309446004,51.82810962997926,50.82965171946229,0.1541010327633487,0
19.8500875,20.13965,74.46895092882671,58.17039443516216,58.89127872934583,0.1408608995482391,0
47.27426875,44.70744375,104.43688329149134,85.8063306691457,81.02576614627341,0.1076303907119989,0
41.34014375,49.22533125,99.26987743115492,82.8978282796319,97.32267442419456,0.1092577322327791,1
20.44848125,19.4980375,70.64586416313563,64.68490421511343,61.734378964630345,0.1581313356768536,0
44.24398125,46.191475,102.13236932631054,83.93478244684768,87.55894243208044,0.0993028411574078,0
8.9789125,8.63066875,46.85837243538993,45.362706519974566,43.46608276205452,0.1597781299497679,0
93.9822375,96.96738125,122.24082509140446,118.4363109839782,121.56044784290305,0.0890107407531119,1
22.7205,23.376125,78.35147869223033,63.75300957405854,65.53082894702595,0.0967182524806285,1
58.83555625,59.13839375,105.67134683239271,102.95555225194552,103.03492267634287,0.1471077832958038,1
26.2643875,25.4582375,81.05028138807474,70.37647999686999,68.15694704792459,0.1153731967911391,0
64.7993,63.735125,116.76649886544674,85.81386379548469,84.31311399322395,0.0742178979707287,0
34.8397625,35.57966875,87.97580734012347,84.81849370239719,86.1326667292397,0.1214343292586396,1
12.75554375,12.32074375,58.51215832438161,50.63155152562319,48.79479805467829,0.1419602434158159,0
45.84618125,46.14930625,102.8750132235707,85.05417072984811,85.59833322789477,0.0957160143541199,1
23.50271875,27.562925,75.41531895352867,60.09183840263501,69.43317220856595,0.1213444338791167,0
51.07583125,53.25196875,103.76379358008792,95.97651564769126,99.86932677503653,0.0790822418356594,1
26.689625,29.54930625,79.78549759135208,70.99149750047097,77.38095344717401,0.1229701377629586,1
9.40235625,9.178825,48.02852935847047,46.14949881307582,44.9705820133493,0.16724602360043,0
55.65374375,65.62288125,111.267391318384,90.82044641962148,106.09519882020297,0.0866760268657973,1
40.56918125,41.63221875,99.00198805807966,78.87459279739357,80.73537711686339,0.1313938408814862,0
41.56626875,43.008125,99.61457968210192,81.24514983033,84.03194650836295,0.1026757457962248,0
43.2915375,44.6321125,99.814877848844,84.87912106864735,87.44166195977374,0.1201606373990649,0
18.59691875,18.16436875,66.660685917012,63.61190951194516,62.11735507621057,0.1432765831562287,0
61.5463625,64.988525,109.38132066363568,102.75085608168234,107.5215831511254,0.107231395056652,1
45.07111875,45.26804375,99.01165389358135,90.8174352664366,91.15926884468789,0.1044308763592322,0
95.093525,93.089125,124.03310418480508,114.86903282901956,112.44682707499742,0.0489992055687258,0
23.87088125,24.06250625,78.62560913781303,66.11282494416949,66.59110544373559,0.1007007946659143,0
66.91821875,72.83644375,114.901980439283,103.10174437456016,111.53600144394224,0.0735278013116816,0
63.29351875,62.54670625,109.80161853297048,93.7190011576809,92.5455180898903,0.1119810736049435,1
11.0356,11.1408,52.56341705922803,49.40277289930192,49.8058160545533,0.1439491978692724,1
54.55438125,54.27026875,100.63884791311877,92.20932290272847,91.75740541532748,0.0942532318679356,1
50.22003125,52.3356,108.56047565441276,78.17667030514298,81.38575710859979,0.0742796188590467,0
68.068925,79.09350625,116.32442717982688,95.80176067977234,109.81086490111628,0.0856497274464919,0
8.81798125,9.10171875,45.946999277206864,43.21517803879383,44.20447994316751,0.1955936759326224,0
49.0596125,58.8544,105.74224620498758,88.51686574517787,104.53594041352476,0.0915427071986541,1
57.4751625,64.74121875,111.78287211571144,93.01815431999604,104.55740517062696,0.0567649249087382,1
6.20315,6.40280625,39.35885384724248,36.300931703986606,37.37989989118432,0.1834000888753091,1
46.67855,46.196225,100.542466344373,91.58833752120135,90.51655453976016,0.1206120198762135,0
56.2898,69.24258125,112.79821862911452,88.67064609249218,107.73157538803164,0.0874387077302769,0
42.4258,43.0180375,99.75788020410891,82.4220430580315,83.53751252969288,0.0962128925092068,0
44.002425,51.490025,97.37886961066022,83.61701497972392,96.1688770496951,0.1037670023763121,1
45.15203125,54.2746,105.57276126857496,83.71182439027967,100.14078499712292,0.0537538411980208,0
29.19619375,32.7970625,84.41495804751125,73.52738606643419,81.49835897962053,0.1254248803815715,1
19.17855,20.32699375,67.5926025610742,63.97329429064521,66.73214869039855,0.1576790354933088,0
45.7565,46.892575,100.4451454019058,89.65210431300538,91.81788488562223,0.1024923862991881,1
57.58629375,57.19963125,111.19070293559405,91.27302861956926,90.50613675941553,0.0970639594588799,1
2.37043125,2.38305,24.85318421027069,22.180625260326263,22.179484838415437,0.1759140121783042,0
57.6904875,56.658825,111.07483480490754,92.43424873666872,90.70479796912274,0.0973796115594581,0
48.69331875,49.84928125,101.4984315446272,92.83667151433694,94.9865018179341,0.1400375428179701,1
58.5029375,57.64269375,108.47875560812425,101.03618908030477,99.532603959676,0.0842458842775661,1
40.73229375,41.3949125,96.8854627714616,83.87216710335862,85.23699941408861,0.1145657169535599,1
10.384225,10.179675,50.517700546997325,48.97353886181163,47.98782897146292,0.1356781297841635,1
16.2945,15.92591875,62.34724995011527,59.43993150441881,58.07328564596978,0.1557779454594428,0
62.5485375,71.35694375,113.45049044529291,99.69798760060851,112.8989144540785,0.0733888989355985,1
57.77949375,68.5123625,112.4137852512842,91.9322808960145,107.889248003073,0.0707788212038491,1
22.24775,25.48908125,72.6113775685154,62.26004031429389,70.54470297818894,0.1232683680809974,0
31.28841875,34.31794375,85.77526169005547,71.73482240777243,77.91784787853061,0.1289703377257167,1
68.93241875,68.149,112.8960421858306,108.67677420463238,107.4118261598787,0.1067099718892906,1
64.464325,65.4864,111.36097028107918,105.40937216298356,107.00250109245113,0.1018441942041282,1
17.9845875,17.93520625,66.043882144961,61.77350514140221,61.52999915098294,0.1668510232680308,1
10.9574375,10.73604375,51.61619883354055,49.97856441449268,48.90904053289214,0.1687549643807325,0
