mean_u,mean_v,std_y,std_u,std_v,skew_u,mean_lbp,skewness_lbp,LRE_deg0,HGL_deg0,SRLGLE_deg0,LRHGLE_deg0,LGLRE_deg45,LRHGLE_deg45,LRE_deg90,RLN_deg90,SRLGLE_deg90,SRHGLE_deg90,LRE_deg135,RLN_deg135,label
2.268247314285716,18.53311444897959,101.9118455518627,4.313135293175448,29.31363278169745,1.8748361631135728,190.52465306122448,-1.9678781144283224,36.93983827131497,24617.1331577358,0.1215830886927255,48219.49729892964,0.2138783189558591,38084.31428171946,31.09007426070813,35330.85181010476,0.1224630664174873,22108.773889401447,19.747955852634853,38424.33110523861,1
0.6377405469387761,7.821600612244898,73.05668787353036,1.851867964078993,20.435881419146767,3.1026245268486345,223.7220081632653,-1.3458437030893025,394.3135938135938,22695.703601953603,0.125788401945394,32316.57102157102,0.2117604277525107,28772.659973311303,492.1643769583032,17078.80986812657,0.1232312913735594,20650.66425128879,236.70963416969929,18403.78643937943,1
0.4832089387755123,14.61247775510204,106.70692111307775,2.218954713404605,24.43543120229635,3.2571506631076166,213.7456163265306,-1.6043644515117133,248.0011809406449,33179.78008831382,0.106908847346229,349692.571241528,0.1833149672674335,310276.8817505324,202.56806150408343,21141.607326221703,0.1065782729477241,28046.572630277627,117.35909101851183,24062.733901446765,1
1.1140549959183694,18.04226673469388,98.26349218884,2.107408529705008,30.369998216904307,1.724565980620803,219.02447346938771,-1.5043080499138308,188.1723146928512,29819.976380074244,0.0879813741975262,141114.9220153275,0.155754294976112,97345.81612443153,326.12562424392814,15640.35246130463,0.0915931242647962,22473.441679598105,132.8446803351564,18673.010938384028,0
2.4131711673469405,19.568255183673468,98.88161486895908,4.377285007524843,32.14007841882575,1.4947406274284762,219.70783673469387,-1.4910353342113076,346.9782336894749,33444.28719595363,0.0696794175402152,101145.18742896112,0.1175263357487635,70371.63659263829,416.8662606009384,19341.7247398945,0.0671668799855101,27644.55086652925,243.98569444808345,22540.683601016583,1
0.6792416326530625,13.676920326530611,88.55354813487584,1.8272202543278449,25.95137157205209,2.478331741212949,205.1866448979592,-1.7968078683612838,213.0318058614264,23544.29309249534,0.11444004322344,29680.94858546502,0.1818163998108302,27688.57846091617,147.46537002902605,31584.9677535541,0.1161586454208494,21938.245871963198,95.05296076679392,33444.93684509788,1
-0.4019435346938755,18.146016122448977,105.01120231991824,1.1617011136855289,27.644243987402625,-1.2931515017126436,198.00606530612245,-1.997787223466892,115.48803090237152,31078.19438408825,0.0984953615709673,46976.90508292012,0.167627454557747,42905.22312937218,86.17506810709253,33752.50977923908,0.0983812579062568,28091.930261410605,53.30250836416421,36575.14777575189,0
-0.967235420408162,14.488084040816323,86.42674164893621,2.080920774950868,27.51809808983821,-2.3374915508627727,209.74179591836736,-1.6948177850111892,244.51515437190668,24081.55335847278,0.1056921045408603,34337.39691256187,0.1713850769354192,32128.981293171782,289.19827050785915,27159.54550666476,0.1039182945394733,22072.793411254235,132.40227195274338,29087.34138361922,0
-1.8288594448979567,23.546004,106.91334623951856,2.38107392244815,29.95399035019773,-1.0201980698053672,179.57417959183672,-1.6852582170141717,40.20616998950682,27932.065911157748,0.1007478299617133,37114.19115774747,0.1624755259847727,34703.82376899942,39.24584181941616,48003.60381307989,0.0996158242593182,26006.61621303112,25.8009225017818,52492.62874009925,1
-0.2322606122448974,4.281342897959184,59.70270009157594,0.9205107466075728,14.777305427100323,-4.919709010497148,230.7038693877551,-1.1612223465830245,637.9637310271796,18922.76857571479,0.1573003049820093,25370.02360571832,0.2760554447912344,22615.85224049915,514.1555753791258,11558.487154326494,0.1525692550364952,17908.89452259477,299.43909001956945,12519.524543378997,0
