mean_r,mean_b,std_g,std_b,skew_r,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,SRE_deg45,LRE_deg45,LGLRE_deg45,SRLGLE_deg45,SRHGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RP_deg90,SRLGLE_deg90,SRHGLE_deg90,LRHGLE_deg90,SRE_deg135,GLN_deg135,SRLGLE_deg135,SRHGLE_deg135,coarseness_tamura,directionality_tamura,roughness_tamura,label
67.0949375,66.1801125,96.38846988912805,108.36011891829644,1.0673153186702542,-2.0160145287819438,0.7887647996414138,41.83398071079403,4993.26460562822,43881.97209671026,0.2001559295260409,25093.62987184569,0.11960155170846,22566.773098983253,0.8034557756902512,26.38473334887316,0.2105609895974829,0.1370103191368823,22317.604862871107,37971.849799413576,0.7975418767534964,39.05606009055458,5035.937580151273,0.74626953125,0.1212031662431869,22736.62029521027,47621.24511240807,0.8051974511113124,5878.59812066413,0.136855126644322,22414.23778692896,8.0684125,489.2570708736992,91.723243970205,1
30.68398125,29.54930625,70.99149750047097,77.38095344717401,2.2890782890374317,-1.3671724902291416,0.8054264240813469,446.0332586329836,2589.487572578181,23860.22542528267,0.1972873462720525,23272.14306814709,0.1235230022966307,21740.087325241788,0.8063358562297778,230.5832099708705,0.2059758631260046,0.1389232525464651,21007.06474176558,28858.33047609952,0.8036387702584491,494.72180720425706,2619.645108473189,0.38171875,0.1229701377629586,21321.2330224252,35194.32339848547,0.8002571621482667,3053.519589507505,0.1373953680990797,21085.83318074548,7.14015,599.8595516762547,53.94044865378064,1
61.37520625,60.46695,101.82534801903454,106.09769481566268,1.2013694402034991,-1.606361372673692,0.7822588637639241,240.9778498536508,2996.8716082588403,28819.25239300688,0.1778201444730893,31915.83225219524,0.108872561320602,27896.6226262785,0.7873020876778736,143.2974803526402,0.189114735829619,0.1256809611472072,27378.60667451896,245752.8734838864,0.7699496873854224,211.98127778119172,2948.5144513406667,0.476748046875,0.1096658345851314,26965.543686483867,374915.2335975747,0.7851283501820255,3524.2389396912367,0.1249379190572874,27423.411576304887,8.48146875,526.1019670814935,91.3118078546085,1
71.12841875,66.07254375,94.5323432088604,105.11267594184032,0.9762122204766664,-1.5350141852165131,0.7176758518361116,194.62309936350775,2202.3165664780763,21559.853120579915,0.1445526743289401,30385.508707567184,0.0852604414016456,22942.745179134712,0.7362259368914232,115.12428055412218,0.1483332374769755,0.0948922959975778,23765.88682584317,106331.45252649546,0.7135602880614005,325.0493024988938,2128.1606232096697,0.419326171875,0.0887865763291067,22158.038216595716,196778.1196814085,0.7340893877708169,2595.530249039476,0.0969080052415803,23564.434714994568,10.068675,475.722590981918,95.3365463788724,0
71.69325625,68.5123625,91.9322808960145,107.889248003073,0.9556637791336988,-1.5832928930051189,0.7763159641775119,329.0577710757443,1629.454710329509,27503.03223768671,0.1187707044888101,32175.819045096083,0.0717621562267712,26381.29830291604,0.8044165412124457,162.48821127744878,0.1221645973647251,0.081958757819004,27564.70890741753,71698.16956633686,0.7756475205454748,363.3560631229236,1567.9835548172755,0.4703125,0.0707788212038491,26393.589161553835,112306.49962624584,0.7986678045517613,1881.3650380828533,0.0800395359017377,27395.3906745091,8.6423875,573.898999142122,92.89519914506,1
47.3970375,43.23245625,81.32919751485989,88.92409302512922,1.6014823489986756,-1.7672662738213634,0.8388749435119264,202.4399129148593,3428.112861677552,39856.586744445,0.1778801326551541,22622.976566784662,0.1168961989993561,21346.17031313145,0.8430768410969293,98.73631951273671,0.1873320059758209,0.1307122252441394,20718.135184862345,26750.03738540113,0.8366864078988148,158.88536933231617,3505.068161464725,0.58884765625,0.117950849487097,21069.375129892705,29158.280954592192,0.843744359045824,3875.426587522021,0.1311855781086531,20773.299682411707,7.7593,608.4473535718315,70.25973579850627,1
73.09430625,66.76413125,101.6214341106176,104.7103762035204,0.9311774773576668,-1.9234905917099128,0.8262721300117432,128.36916139051488,2864.446870146936,42905.6897025445,0.1467546248479956,32327.983843029506,0.0909271595033366,29351.275430030066,0.8310407860447631,71.51655808516401,0.1576689145362519,0.10608187133127,28772.774907198032,46614.08466506052,0.820378954235658,127.6571159169024,2816.137056300757,0.64212890625,0.0899592225952741,29058.49705141816,55329.77393010311,0.8327654221110866,3303.3403681190707,0.1052389675629325,28950.049429696304,8.2706125,459.38523200246647,97.72635348502354,0
52.36685625,43.008125,81.24514983033,84.03194650836295,1.4466566301150665,-1.7131383997610985,0.8397365685600318,257.8264086813362,3031.048363398184,37473.24585317496,0.1580811604942822,24072.8130255448,0.1047920396690027,22056.501509170044,0.8385493670954534,204.4434519225833,0.1641398733726181,0.1132658003767681,21627.842625146448,32713.647791638858,0.8364549282860082,301.47987284351893,2994.6206736436047,0.54681640625,0.1026757457962248,22119.410290305743,35476.00853662893,0.8408438284855484,3310.4047037524124,0.114339999322671,21663.94712598241,6.98749375,562.9094654747453,72.35677947471869,0
85.90585625,73.74999375,101.996895072056,102.46113447607812,0.6757048759021818,-1.7083209678038538,0.8483657247460437,35.69728772566295,4648.988878811437,62797.356806599295,0.1637147858356379,27048.607292476463,0.1075753611501881,25228.350043088696,0.852339603342161,20.08053929395068,0.1716144016745976,0.1184329590029744,24881.28766449379,33958.29044443749,0.8431135693336893,40.10294406924136,4555.112473499005,0.89361328125,0.1050084980454863,25213.12154813715,37207.11582847026,0.8564733740364453,5125.790946152011,0.1194717421885807,24960.294983422547,8.289875,454.3998170173834,104.51856352786793,1
22.900375,19.85345625,62.27548522972341,62.839861701624834,2.863053019381306,-1.2669096635853652,0.7744498028937595,635.8064535106039,2994.2283436773832,19002.25128687825,0.2304865039133033,19752.865046915904,0.1389484361253442,18458.913307411523,0.7758744509510083,257.05166811091857,0.2450991306734022,0.161776695180527,17533.49699189299,23402.272394930675,0.775561414643579,458.9408765678862,3127.610874540135,0.337119140625,0.1417571504977612,18059.95946116816,26436.0058225428,0.7733632530574658,3705.761868611556,0.1611728273332934,17446.988884006114,6.6751875,583.1661889370007,43.66075960203448,0
