mean_a,mean_b,std_l,std_a,skew_l,SRHGLE_deg0,SRE_deg45,LRHGLE_deg45,LRE_deg90,coarseness_tamura,label
0.8398570569141517,1.576417354273839,37.201689690540455,2.453198229170665,1.5501879161251435,29858.711696822804,0.8028472081878861,69676.19415195205,399.9892105263158,8.004922222222222,0
5.376046777576785,0.5850422517345357,34.38504510657908,9.456139263842005,1.2890067315834663,16136.006197502218,0.8206070934162759,21145.089052072133,29.26545486096048,7.2372555555555556,0
3.7372611256266537,1.1074174809836392,44.19925732239943,5.076660410913753,0.5159837311044606,28700.51228117348,0.8400983617634844,41835.37434652726,40.259767313890414,7.488,1
2.8319183219694697,-1.0031824367381723,34.90612980574545,5.780563394895408,1.6114526431654566,20566.27395231662,0.8364237786318541,25174.457800967168,88.58340866790748,7.307288888888888,1
0.7426104305108556,-0.4660482816036425,26.98488168357477,2.679842488947506,2.8851934452202417,21785.39435874636,0.7459974796948984,32752.28712049992,488.1411934205787,7.774622222222222,1
5.031360778425092,2.861564513371499,40.64416632795441,7.810770558486061,0.7605487449186378,29381.59484789902,0.825748432938786,69502.17367910658,313.4543246525435,6.853922222222222,0
3.0335062298352664,-1.5908996511012157,35.342018316019306,6.853959835311637,1.600843994154975,22067.091880955013,0.797702210934594,41825.64772619537,175.60106922920755,8.6403,1
4.426423654224091,0.2400432288447541,38.41032887290116,6.677054738635554,0.8807918639500241,23365.08799759338,0.8527784952246896,31857.84602804785,109.56537865627494,8.207811111111111,1
6.22404408290383,1.43477923587374,33.67022958591201,10.462595686279933,1.275536006186495,14556.250367814282,0.820086161225605,19139.068019527134,25.74723175216221,7.299533333333334,0
7.262062926271223,2.001749192493939,42.33864092014172,8.891497685117496,0.3756581860034565,29227.049336047385,0.8414367825557052,60401.74365237816,101.17755588220386,6.981511111111111,1
0.6014711916752197,0.2206131760573611,19.23992717139705,2.333805985938759,4.160764803209696,9214.66466321625,0.7225876531579242,9601.07010209824,241.84494680851063,7.4744,0
