Feature,Importance
SRE_deg90,0.1486037842099219
GLN_deg90,0.06119617958093858
std_g,0.06050501789455575
std_r,0.04722637770867272
GLN_deg0,0.04623166423868322
SRLGLE_deg0,0.03466454969326407
LRHGLE_deg45,0.033088824079788366
std_b,0.03248921767892349
RLN_deg90,0.030622972733665235
LRE_deg45,0.02955880971116878
SRHGLE_deg0,0.02838270684685842
SRE_deg45,0.027055094010272607
SRE_deg0,0.026185494911611276
skewness_lbp,0.023578960955190943
directionality_tamura,0.02238197460204115
LRHGLE_deg0,0.022327898825955053
roughness_tamura,0.021828092838660912
LGLRE_deg0,0.021688362860829355
LRE_deg90,0.0213330207979808
RP_deg90,0.01990357111745815
RLN_deg0,0.018995685253620748
GLN_deg45,0.01674904986914502
RLN_deg135,0.016728301592862777
GLN_deg135,0.016273210014425957
coarseness_tamura,0.01615317637313005
RLN_deg45,0.013537110465917173
std_lbp,0.011032802837196735
LRE_deg135,0.010644040711693347
RP_deg45,0.01063147779645022
mean_lbp,0.010330015138860386
SRE_deg135,0.009274391463249414
mean_r,0.009069823319897714
skew_g,0.00899453184404849
contrast_tamura,0.008166176463078993
SRHGLE_deg90,0.007986898428748031
SRLGLE_deg135,0.007346711054135707
LRHGLE_deg90,0.007016367835494478
SRLGLE_deg90,0.006375269518573691
SRHGLE_deg45,0.006370007686739702
LRHGLE_deg135,0.006239481140916636
mean_b,0.00540988309761872
SRHGLE_deg135,0.0045816851675577076
LGLRE_deg45,0.004368840391832075
HGL_deg45,0.002553357518195518
HGL_deg135,0.0023586827996842775
LRE_deg0,0.0022076366299445534
LGLRE_deg135,0.0007541115564413509
median_lbp,0.00044479085895908564
SRLGLE_deg45,0.0004202460941544971
skew_r,0.00012491994019668472
skew_b,8.66628534343121e-06
LGLRE_deg90,7.541206987346597e-08
mean_g,1.2815689750008353e-10
RP_deg135,1.195669750474773e-11
HGL_deg0,3.2624725440656393e-12
HGL_deg90,1.4779307646230724e-16
RP_deg0,7.91248079930641e-17
LRLGLE_deg90,0.0
LRLGLE_deg135,0.0
LRLGLE_deg0,0.0
LRLGLE_deg45,0.0
kurtosis_lbp,0.0
