Feature,Importance
SRHGLE_deg90,0.06819948481080738
directionality_tamura,0.06521217266901194
LGLRE_deg90,0.06035896945061839
LRHGLE_deg90,0.056257016663165425
std_b,0.0492431727296293
std_r,0.04484609812970218
GLN_deg90,0.042297376839545826
GLN_deg0,0.04158173052669241
skew_r,0.03713727126954546
SRE_deg0,0.036926493088136135
SRE_deg45,0.035415635306385876
std_lbp,0.025846982801882003
SRLGLE_deg90,0.024170286894254923
SRE_deg135,0.024042437389270626
RLN_deg0,0.023421204760456497
HGL_deg0,0.022990654404178194
LRE_deg135,0.022909794533739626
LRHGLE_deg0,0.022796298685266128
SRHGLE_deg135,0.021973284762960288
GLN_deg135,0.021820422613485595
LRE_deg45,0.021387715331937875
coarseness_tamura,0.021278428670375885
skewness_lbp,0.021188829678103274
std_g,0.021119355646842322
LRE_deg0,0.020730812110162446
GLN_deg45,0.019572481988985934
SRLGLE_deg0,0.019305378209155143
RLN_deg90,0.018079444641771154
SRLGLE_deg135,0.016935462283428886
LRHGLE_deg135,0.016363194992968653
median_lbp,0.016237657840202036
LRE_deg90,0.016075100535223055
mean_b,0.015678931822271272
skew_b,0.008600417919837762
HGL_deg135,0.0
LGLRE_deg135,0.0
RP_deg135,0.0
RLN_deg135,0.0
LRLGLE_deg135,0.0
contrast_tamura,0.0
LRLGLE_deg90,0.0
mean_r,0.0
HGL_deg45,0.0
HGL_deg90,0.0
RLN_deg45,0.0
skew_g,0.0
mean_lbp,0.0
kurtosis_lbp,0.0
RP_deg0,0.0
LGLRE_deg0,0.0
SRHGLE_deg0,0.0
LRLGLE_deg0,0.0
RP_deg45,0.0
RP_deg90,0.0
LGLRE_deg45,0.0
mean_g,0.0
SRLGLE_deg45,0.0
SRHGLE_deg45,0.0
LRLGLE_deg45,0.0
LRHGLE_deg45,0.0
SRE_deg90,0.0
roughness_tamura,0.0
