mean_r,mean_g,std_r,std_g,std_b,skew_b,mean_lbp,std_lbp,skewness_lbp,SRE_deg0,GLN_deg0,RP_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,LGLRE_deg45,SRLGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,LGLRE_deg90,SRLGLE_deg90,LRHGLE_deg90,coarseness_tamura,contrast_tamura,directionality_tamura,label
47.49231537750802,43.063388745746416,97.21806847632338,89.33239052740795,85.49721900792055,1.6277700392551755,221.54860542505804,71.59943059576459,-1.401605891133473,0.8476156890531384,2251.4809426615134,0.4844661692100538,0.118617092208108,32921.07081541958,0.0826507717846334,29466.075880676974,67592.63328556332,0.8443622593858118,334.6574626143013,2557.419162505015,48762.28938813341,0.1229008720924741,0.0892631595299963,0.8464526310932776,655.1441272263138,2205.097855109885,46111.067985094334,0.1184324362330824,0.0826210024940205,68325.40198350987,7.314355896426613,66.13729155783757,477.1918455515053,0
44.10861926160895,34.08729579698652,89.73333526917743,72.47435690920211,77.24691869647431,1.722493123375144,192.9057326636708,90.20940459372888,-2.065004229303354,0.8565779178039863,8707.90119257886,0.9148904914529916,0.1953532074298768,14560.23588100486,0.1368474673573972,13910.72433039125,17658.923985870057,0.8507280277547933,39.64543638327462,9623.96120802242,97055.23374019613,0.2008284510679037,0.1447349016780055,0.8510151648900371,90.68720625468691,8489.122198050236,92241.36285203032,0.1941668847942802,0.1354562168924729,18501.412078733025,7.603707815666579,55.2013353212496,543.6470366995038,0
67.0020848391871,60.86918125808244,108.675661396818,100.7748954047096,100.51464383183352,1.0886511803801535,193.1608817296298,89.62316919180711,-2.069970929214469,0.8534836559018688,4765.8224440036365,0.7120409604519774,0.1674733713524285,25397.02474378048,0.1207249993980957,23297.186513386485,108310.98198198198,0.8502213691041413,38.91462919903033,5283.339504279425,69174.24529758077,0.1713852618931077,0.1275609025729786,0.855559786978495,63.16086705559793,4754.051062689397,67269.06858521099,0.1667134948968754,0.1206697435678084,90977.20458059329,8.362093296553622,84.75211965649305,597.378410185086,1
58.78827347314835,46.96709125158228,101.7635614040111,84.49238167275655,92.16541962762572,1.278622298461106,195.3791983464974,88.90657846722426,-2.011801691664989,0.8826167976042628,6745.943450605654,1.065072715378422,0.1436456386561314,21723.604768457542,0.1031188783849388,20674.7599971113,26889.825455791077,0.8814242993050122,71.06173947849955,7409.673639066788,129697.6654505947,0.1488028777409963,0.1100799785284388,0.884257711079873,137.22867637939893,6806.421960538826,126325.79242430508,0.1449416696579982,0.1050632720807381,27277.219882951144,7.49453616900284,70.76695220076071,611.2891963509113,1
11.32374085117918,10.164167344357098,50.52280398620431,46.48078835510486,49.98622522471475,4.424721807325178,238.87842414385108,52.86013814381051,-0.9149565110266342,0.8032048996573948,2644.0729820888578,0.2549217267552182,0.2171153579423821,17519.394074203305,0.1459309725785794,16358.12837510536,24900.51299720865,0.7831749891120295,952.0046021458526,3194.43047764283,21177.33255269321,0.2220756456935181,0.1540174867246679,0.8071206656678278,1767.202393431167,2619.107151176333,21074.0987654321,0.2175385363784168,0.1459887498220375,24497.20239343117,5.620739134363423,22.49491729837976,478.70302536969206,1
78.46033775252525,62.31789772727273,115.26369943362472,92.91867480707892,91.0836949540589,0.8483963247505837,209.72876683501684,78.62330518208579,-1.72739748323242,0.8115856493203139,1876.0714220141376,0.4835316051136363,0.0976275566170685,30737.116252027296,0.0635468404299463,25477.35703185248,81591.48257290614,0.8279040123369645,182.9560242410544,2151.748477870856,45514.778214129314,0.0994471710371212,0.068301716827016,0.8151067013287344,333.9860552345806,1878.9599806406727,41079.43050304002,0.095456240602734,0.0622133705325046,75941.73033062101,7.043518518518519,86.74555768043267,565.5671892993178,0
44.33135780656151,36.68228762822387,93.15655518449132,79.09283824432897,90.70823067370672,1.713005546687978,213.2948894764272,77.93761318548329,-1.6053267024351547,0.8457324903395611,4222.665115263623,0.6517034871688742,0.1534756738367722,23714.62889380663,0.1027010460670616,21732.262353191385,37829.29039684824,0.8466406301243672,171.632171632003,4947.909274873525,72468.87180063706,0.1597819410879599,0.112288690609526,0.849641607541757,399.611335873365,4306.509741152441,69580.77408774893,0.1545070469037907,0.104059001891117,36753.0030048313,7.150830674581485,59.75223253928836,512.8458264077512,1
56.03314900340301,46.720679387457466,98.17957047004342,83.42650514448353,86.86493512436864,1.260689423861743,206.4078907389402,82.88289677788099,-1.7588227903501894,0.8653178268110713,3356.127354552304,0.7052360983455882,0.1256985108938248,24461.64018368053,0.089108218792782,22541.991847356963,34993.33352678844,0.8759201237923095,124.94612044118212,3782.479939279812,76231.92755851043,0.1289372271014296,0.0949147347103286,0.879878821258302,238.52511620037225,3408.582295741144,74143.0815940601,0.1251071430790354,0.0900594207100429,32119.84834731719,7.549279138308216,69.38457346128385,639.2156489306831,1
13.462393483709274,12.180112781954888,54.73527641518013,50.84967664128869,51.29746724345432,4.033512727071774,236.0834022556391,57.36545312279468,-0.9892677586213062,0.8189714422646829,3502.5617023111417,0.3178728070175438,0.2151003816185888,17909.99598999655,0.1465750487614151,16983.884611943802,27736.03846153846,0.8014746297679404,779.5024958402662,4197.944442189846,29846.041435006697,0.2217135569144636,0.1578869502303953,0.8174407793158744,1298.293031851288,3428.424502663333,28985.095227742146,0.2140077980043079,0.1451112011344805,27914.239634742906,6.23187969924812,25.51485395348713,533.0130291730644,0
79.61629328205817,67.00851853508027,114.7931036521541,98.31358939684372,99.86149000445911,0.8190922855818864,196.22579334913328,86.91275701524103,-2.028731178343362,0.8440176026048323,4196.146198540001,0.7527287679425837,0.1309381957950624,28870.69672741719,0.0908372677690488,25566.571557204552,53093.89122014202,0.8506413768913116,118.13640699773732,4618.573781348302,86661.74854345203,0.1339162683298586,0.096419396501335,0.8483055131168886,120.1571101298184,4090.2142003386566,81780.74638932236,0.1289357566493545,0.0894502186027022,52593.26311464524,7.755090253245688,90.7220695460104,471.8512464241929,1
