Feature,Importance
RLN_deg90,0.14582099
mean_a,0.070487894
SRLGLE_deg45,0.06901812
LRE_deg90,0.055085536
SRE_deg45,0.04586285
LGLRE_deg90,0.04275472
LRHGLE_deg90,0.042031884
RLN_deg45,0.040506955
skew_b,0.03735521
mean_b,0.036285266
SRHGLE_deg0,0.034834724
SRHGLE_deg90,0.03352325
skew_l,0.03177764
mean_l,0.031643722
directionality_tamura,0.02807515
std_b,0.02798515
coarseness_tamura,0.02783848
SRLGLE_deg0,0.025808072
GLN_deg0,0.025605105
std_l,0.024763642
LGLRE_deg45,0.024758875
std_a,0.021444859
GLN_deg90,0.018733215
LRE_deg135,0.01821624
HGL_deg0,0.016317498
LRHGLE_deg0,0.012151242
HGL_deg45,0.011313626
