mean_l,mean_a,mean_b,std_l,std_a,std_b,skew_l,skew_b,GLN_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRHGLE_deg0,SRE_deg45,RLN_deg45,LGLRE_deg45,HGL_deg45,SRLGLE_deg45,LRE_deg90,GLN_deg90,RLN_deg90,LGLRE_deg90,SRHGLE_deg90,LRHGLE_deg90,LRE_deg135,coarseness_tamura,directionality_tamura,label
23.827173272849578,4.275248866894804,-2.6334716998560785,39.80067120801776,7.748890690334974,5.113636746213809,1.0951421941725916,-1.9525684733699296,3143.276567322309,24055.109493758348,0.1268663651577537,21545.372158498416,49477.7321387443,0.7942375733394045,27531.56137650957,0.2226932468411957,23267.359431441702,0.1442228333535029,31.67152244841689,3133.540508248702,25083.531960847387,0.2115995373030772,21748.058782085936,51914.403106474885,19.914372305459512,7.634566666666666,497.0864510674276,1
11.258506814421503,2.331786441616085,-1.0012137146581617,29.078001040712063,6.316682784022474,2.7544207135430314,2.2300923769891696,-2.868605953006438,1694.4192480692525,21634.29792922006,0.1249513037339453,20145.632784526835,29828.846049393196,0.7906496454397276,14753.530946047878,0.2134174673859992,20743.31537575926,0.1415065812115522,388.57010076441975,1621.491660875608,13366.962560806116,0.2015184556543644,20060.06035742199,32341.77362751911,153.0319506726457,8.0152,561.0135612112205,1
26.732362196796227,1.6350970371576887,-0.6975734045771055,42.91581490466196,4.136855357434071,2.7483492767082534,0.9938256988275436,-3.312145459664503,1621.0574475984745,34068.43838390657,0.1033764053845006,29596.224015729316,398074.0480980187,0.791317397634167,18645.450710409936,0.175839858295657,32992.771257409906,0.1181645970413307,156.84519324682572,1588.7944049113994,16104.892911957584,0.1663089485700126,28640.94077189297,532234.86120413,107.81369603036534,7.8008444444444445,512.428795250268,1
45.12697549975193,14.106136853215766,-4.528964742581407,41.90212722136165,13.59011072708525,4.695596645715904,-0.1342072597146826,-0.3100256713977199,1289.915502921372,32574.40155107816,0.0613113339699911,23262.21549844639,199849.6621164881,0.7338807128285507,21695.65248357304,0.1079628390218383,32815.63499977025,0.0683741273402799,60.96856570601981,1242.502726160009,15637.80711027039,0.1116103357377131,22284.8714060039,242280.8419383554,26.069767441860463,10.0956,473.5021097046413,0
21.779051437237698,6.002891164956862,-3.039056416452404,37.61322905206215,11.174881987701392,5.666648621511291,1.166246692471475,-1.518676828287031,781.1571276821754,32626.972891438283,0.0684139530174747,26324.29334733049,107979.9507966858,0.7875605828115624,15160.363216724529,0.1190995011400912,32513.55716629153,0.0793529921990688,473.2764075067024,732.2566577301162,11714.63074173369,0.1176031163044769,25699.54298199814,134333.72520107238,267.95680597711885,8.891966666666667,563.9644641865631,1
16.908266541262932,2.8319183219694697,-1.0031824367381723,34.90612980574545,5.780563394895408,2.418877790154315,1.6114526431654566,-2.5252558693862777,2594.992800575954,21705.80449564035,0.134940840440246,20566.27395231662,27050.558062021704,0.8364237786318541,25902.516772715702,0.2099992921558646,20959.868719776023,0.147599817267878,88.58340866790748,2642.308375432066,24433.83339537357,0.203948517125853,20369.478491615868,27394.063201276254,63.09192739492376,7.307288888888888,597.1419966338915,1
21.094577823270924,1.7768305264747155,0.0461328779839252,38.950512859417096,3.748264938040697,0.895054437068524,1.3246160208231694,-0.987588485280512,2644.194556958674,27118.052841977074,0.1305191312205328,25060.753585084844,37712.42887776984,0.8099276476698228,24205.497994414825,0.2088183152288703,26227.279055597868,0.1447654330475979,96.55832840316248,2560.322917226913,22652.761308019148,0.1954394435742838,25196.951766210557,39201.13553487872,48.462286002014096,7.131733333333333,449.2401634904221,0
21.714218875079897,5.449174845413372,1.5125129864497353,36.43738447959094,8.710178736538607,2.801130222024236,1.1020692872302145,1.7696970074712202,1758.699490570128,24631.59587036636,0.0931379363108274,22444.78644402684,36574.8251951008,0.8453568565643114,25794.72709928652,0.1491925757838626,24103.22047408724,0.1042941564391391,163.67910199556542,1698.1853658536586,23601.618181818183,0.1405358641910392,22437.998449118582,38473.791823725056,67.85652378217512,7.359433333333333,472.0942279519484,0
32.321049048061475,4.728451662821932,1.7099498046540706,42.40664585957863,6.309371081041092,2.334570139798881,0.5709251371884511,1.1649782903517605,2198.640673400673,28879.537335257337,0.0956561615778072,27022.78655899534,37991.7255988456,0.8712601278086218,38810.14604906655,0.1530714419899364,28210.09425453736,0.1081437358019186,40.33433406113537,2170.0258499688084,35547.79101684342,0.145099689483508,26818.81935368674,39428.162156893326,31.810485667607303,8.196177777777777,462.90148465852855,1
7.94266890539489,0.638928782691495,0.2060736989509513,25.864058276166823,2.331869010899779,0.8476556479133323,2.9908975274479093,5.062580421217871,2262.623166790952,19236.204673129505,0.1571985774372044,18023.616232141503,25937.436887894604,0.7448890464353849,11335.385217549609,0.2781996561626522,17909.269388312397,0.1811230156451518,303.27272727272725,2236.3770361145703,10380.289066002491,0.2629683703987585,18128.27054403319,25775.25603985056,172.5703713855009,7.929522222222222,579.8575203466863,0
