mean_l,mean_a,mean_b,std_l,std_a,skew_a,skew_b,mean_lbp,GLN_deg0,RLN_deg0,LGLRE_deg0,HGL_deg0,LRHGLE_deg0,LGLRE_deg45,SRHGLE_deg45,LRHGLE_deg45,LRE_deg90,HGL_deg90,SRLGLE_deg90,LRE_deg135,GLN_deg135,directionality_tamura,label
24.83174397238451,1.050726159040304,1.932165222446007,41.51580412050541,2.6413824489549844,2.234470131003711,1.8294159235107348,214.5883918367347,1451.1328947368422,23636.781684210528,0.1186078792687109,38972.34542105263,91102.3355,0.1255783643277011,33756.624936462096,74687.14024329196,348.4228528064612,39144.2379868282,0.0717862880556507,176.72434164413738,1627.7907279463302,539.8051824027503,0
17.037474878117546,4.756939500705727,0.4647939954342488,32.990311416686325,9.00347301004923,1.739774960756389,2.923119757731252,189.77357551020407,4929.57362222656,37861.85064090051,0.2207311057421877,16017.635337367428,21189.794065976967,0.2308795134529414,14652.875697758198,19679.48819338581,38.309859154929576,16143.158558918523,0.1353574532044696,22.5417063609814,5505.853586544018,551.4248722316865,0
30.796501107117685,3.4715628857497154,1.1957161216611722,42.93368563652311,5.076003644509359,1.2432256988306554,2.139162712062939,183.1555673469388,3573.9018607219064,42797.5322828536,0.1721259375410013,29027.025083187847,42630.95904024352,0.1796771802874118,26488.13910602476,38265.98755871886,44.23435766751612,29088.888742317493,0.1090997855286826,18.83182752996241,4001.212665768385,492.9978376732146,1
17.34582378638925,3.425709265944317,-1.0329289517811338,34.870518884005506,6.809736303179016,1.949605364757425,-2.3716078285275737,205.1866448979592,2588.385354904286,31751.461375571744,0.1728185695107403,23544.29309249534,29680.94858546502,0.1818163998108302,21641.2865566834,27688.57846091617,147.46537002902605,23351.022436916035,0.1161586454208494,95.05296076679392,2876.3061895865485,600.7450092324844,1
6.98705910086701,0.6946105693870692,-0.4294323289547265,24.574642097637565,2.7701054814233497,5.187164850217373,-5.40317259904138,233.7107428571429,1857.0259636108465,10265.06165104506,0.2368120364939644,22480.5462884066,35849.97894842364,0.2453619279742587,19656.557250743757,29646.487985044,650.3883156373062,22621.170131100145,0.1357004271727984,373.7824063615416,2373.357655988795,476.9753635380362,1
26.648224358713456,5.196529698653109,2.8404194274457577,39.71264164751154,8.155502310376342,1.1071653870572302,1.126661043432903,212.86557551020408,1330.0224954934934,24579.21320097785,0.0974412335292091,33359.29155246068,82174.21742351285,0.1016927662662521,28776.939332099388,61930.460271054304,333.8935136586676,33522.52415594561,0.0594671958666222,272.29955906878985,1493.5848621233238,551.3623148467102,0
20.03717393852024,3.56081695685687,-1.9529712308795428,37.43281419459441,7.334780532522595,2.2370660504327136,-2.6182516369604145,205.1788081632653,2744.58962029155,26769.786795763208,0.1889058900524615,25500.923451816238,52579.89239066866,0.1988512865129668,22542.474184906765,40556.68873804136,120.07608466055513,25153.112796248573,0.1191299026585211,72.10851508813863,3287.0992331441093,519.0949704568382,1
27.9133921099682,5.0550216535635615,0.3109844473709779,39.2960909038876,7.052619520531235,0.949737233332156,1.820507294006227,191.51662857142856,2372.105205703759,38501.64474312616,0.1348931854534848,27106.02920106434,40473.3400593573,0.1409849645057262,24970.593962023475,34079.96496389834,104.53745256009056,27159.179539250283,0.0873372376832708,46.06180142545084,2679.6176315831435,648.4406779661018,1
17.259295939302685,5.603905667435769,0.8702128242377459,32.84096202508824,10.118698905204562,1.5704913409855576,2.127007560318408,193.2734448979592,4214.453402177803,36000.98967332958,0.2065980710218777,16557.729001584787,22368.046009917693,0.2151229815078568,14952.675489223246,20881.77067987745,61.70761136443353,16715.065240266573,0.1206208808313478,34.06424311739237,4796.18817090107,540.9898661715788,0
28.236027591575425,4.957557471646633,1.425882989259194,40.94237450525817,7.872661413791555,1.143889919942752,1.610354839421316,202.22035918367348,1918.3922071626237,30538.284464823155,0.132422694970788,31628.84737511867,63156.4286666532,0.1366467189527608,27826.52856381144,52714.127222486895,138.27927614763317,31510.047602494637,0.0830449074971168,73.49175860820519,2151.8639646334723,457.1574199368516,1
