mean_u,std_y,std_u,std_v,skew_u,mean_lbp,std_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,LGLRE_deg0,SRLGLE_deg0,SRHGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,RP_deg45,LGLRE_deg45,SRLGLE_deg45,LRHGLE_deg45,SRE_deg90,GLN_deg90,RLN_deg90,LGLRE_deg90,HGL_deg90,LRHGLE_deg90,SRE_deg135,SRHGLE_deg135,coarseness_tamura,directionality_tamura,label
-1.4667701148561842,91.20008760995822,3.4410276368241437,22.545455433147826,-2.486798801389284,221.54860542505804,71.59943059576459,-1.401605891133473,0.8476156890531384,615.661817286953,2251.4809426615134,46894.61757936336,0.118617092208108,0.0826507717846334,29466.075880676974,67592.63328556332,0.8443622593858118,334.6574626143013,2557.419162505015,48762.28938813341,0.5069498990125674,0.1229008720924741,0.0892631595299963,55452.132859296966,0.8464526310932776,2205.097855109885,46111.067985094334,0.1184324362330824,32908.938543469965,68325.40198350987,0.8450789284819593,29321.70535992924,7.314355896426613,477.1918455515053,0
-0.415598089699532,78.04987381776112,1.114941882652662,26.126941623963464,-2.2395812532755603,192.9057326636708,90.20940459372888,-2.065004229303354,0.8565779178039863,70.27548279737837,8707.90119257886,95219.8380895383,0.1953532074298768,0.1368474673573972,13910.72433039125,17658.923985870057,0.8507280277547933,39.64543638327462,9623.96120802242,97055.23374019613,0.94586672008547,0.2008284510679037,0.1447349016780055,16790.06307667328,0.8510151648900371,8489.122198050236,92241.36285203032,0.1941668847942802,14628.403614413104,18501.412078733025,0.8499320363448201,13598.493061663432,7.603707815666579,543.6470366995038,0
-0.9836696365790916,103.06009420064623,1.921377527232488,25.2249124801468,-2.255438056383086,193.1608817296298,89.62316919180711,-2.069970929214469,0.8534836559018688,64.80007645259938,4765.8224440036365,66717.42639887593,0.1674733713524285,0.1207249993980957,23297.186513386485,108310.98198198198,0.8502213691041413,38.91462919903033,5283.339504279425,69174.24529758077,0.743474870527307,0.1713852618931077,0.1275609025729786,66605.33547716816,0.855559786978495,4754.051062689397,67269.06858521099,0.1667134948968754,25425.059896101757,90977.20458059329,0.8493418236445678,23229.58048894292,8.362093296553622,597.378410185086,1
0.2951195700018332,90.39369367645746,1.593630048405753,28.917660013687502,2.0808285571353484,195.3791983464974,88.90657846722426,-2.011801691664989,0.8826167976042628,125.5101434553304,6745.943450605654,125757.21039327668,0.1436456386561314,0.1031188783849388,20674.7599971113,26889.825455791077,0.8814242993050122,71.06173947849955,7409.673639066788,129697.6654505947,1.1000402576489532,0.1488028777409963,0.1100799785284388,25329.434812442814,0.884257711079873,6806.421960538826,126325.79242430508,0.1449416696579982,21627.614075390804,27277.219882951144,0.8810144669890604,20289.487271007445,7.49453616900284,611.2891963509113,1
0.2583221216228431,48.05315554253536,1.3247916448316674,12.346376954105311,6.70164299823188,238.87842414385108,52.86013814381051,-0.9149565110266342,0.8032048996573948,1932.341213072808,2644.0729820888578,20892.415212840195,0.2171153579423821,0.1459309725785794,16358.12837510536,24900.51299720865,0.7831749891120295,952.0046021458526,3194.43047764283,21177.33255269321,0.2721922438330171,0.2220756456935181,0.1540174867246679,21917.329148739176,0.8071206656678278,2619.107151176333,21074.0987654321,0.2175385363784168,17660.27763219194,24497.20239343117,0.7843574641676029,15795.50920936276,5.620739134363423,478.70302536969206,1
-2.9009739530723886,99.2940162000117,4.38847389272918,32.506710700036905,-1.0351401788109984,209.72876683501684,78.62330518208579,-1.72739748323242,0.8115856493203139,332.31977722696536,1876.0714220141376,40245.17295510879,0.0976275566170685,0.0635468404299463,25477.35703185248,81591.48257290614,0.8279040123369645,182.9560242410544,2151.748477870856,45514.778214129314,0.5237112334280303,0.0994471710371212,0.068301716827016,60759.93154303635,0.8151067013287344,1878.9599806406727,41079.43050304002,0.095456240602734,30963.137889833328,75941.73033062101,0.8312899411670571,26533.84640753432,7.043518518518519,565.5671892993178,0
1.5432179710439689,84.49988519825196,3.8309925274178513,26.223516504057763,2.74788620056419,213.2948894764272,77.93761318548329,-1.6053267024351547,0.8457324903395611,404.14931179231706,4222.665115263623,68124.58594408995,0.1534756738367722,0.1027010460670616,21732.262353191385,37829.29039684824,0.8466406301243672,171.632171632003,4947.909274873525,72468.87180063706,0.6903197433774835,0.1597819410879599,0.112288690609526,32478.220086190744,0.849641607541757,4306.509741152441,69580.77408774893,0.1545070469037907,23646.74640598609,36753.0030048313,0.846616231185721,21523.28895498352,7.150830674581485,512.8458264077512,1
-0.5003724021633432,88.16898208134641,1.4847881704117103,26.352692607692592,-2.72215442756018,206.4078907389402,82.88289677788099,-1.7588227903501894,0.8653178268110713,209.44183110350863,3356.127354552304,69743.76347567557,0.1256985108938248,0.089108218792782,22541.991847356963,34993.33352678844,0.8759201237923095,124.94612044118212,3782.479939279812,76231.92755851043,0.7473862591911765,0.1289372271014296,0.0949147347103286,29871.107980093,0.879878821258302,3408.582295741144,74143.0815940601,0.1251071430790354,24598.929831895137,32119.84834731719,0.8708869161440307,22790.766485454034,7.549279138308216,639.2156489306831,1
-0.1450072681704257,52.0262925792669,0.6803543325710324,12.804955230742092,-5.856280737053868,236.0834022556391,57.36545312279468,-0.9892677586213062,0.8189714422646829,1667.7384011728182,3502.5617023111417,29353.73947913073,0.2151003816185888,0.1465750487614151,16983.884611943802,27736.03846153846,0.8014746297679404,779.5024958402662,4197.944442189846,29846.041435006697,0.3377330043859649,0.2217135569144636,0.1578869502303953,23819.89874599245,0.8174407793158744,3428.424502663333,28985.095227742146,0.2140077980043079,18033.00550059789,27914.239634742906,0.7989450288612495,16256.209382412231,6.23187969924812,533.0130291730644,0
-1.3818479035311286,103.2939630815717,2.2292094560023177,30.51135395978943,-1.5091447888348268,196.22579334913328,86.91275701524103,-2.028731178343362,0.8440176026048323,115.05465891973316,4196.146198540001,81089.7628577577,0.1309381957950624,0.0908372677690488,25566.571557204552,53093.89122014202,0.8506413768913116,118.13640699773732,4618.573781348302,86661.74854345203,0.7902275219298246,0.1339162683298586,0.096419396501335,44660.78306698938,0.8483055131168886,4090.2142003386566,81780.74638932236,0.1289357566493545,29121.73826322255,52593.26311464524,0.8509150646205293,26041.656319903468,7.755090253245688,471.8512464241929,1
