mean_r,mean_g,std_g,mean_lbp,skewness_lbp,GLN_deg0,RLN_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,HGL_deg45,LRE_deg90,RLN_deg90,LRHGLE_deg90,HGL_deg135,label
63.80396734693878,54.69444897959184,94.15013755613548,193.606693877551,-2.088754956131205,3936.2712293152513,33119.43958823736,23946.567508695494,0.1253526271271706,21580.71049356468,46853.41365983909,0.7939607130789493,25.112328857293317,23246.31865455503,46.74165480145547,33074.23074759619,50330.03582414878,23250.18693708393,1
36.59991836734694,30.49772244897959,72.91918895093211,219.94073469387757,-1.4433176733883546,1899.850644983799,19895.995842758453,23579.66225469218,0.1099877306819529,21856.08119495405,35893.246133154,0.8065280752027936,190.02521729185727,22591.981244281797,501.2342207224097,19040.195725534308,44553.573740782405,22732.951838097702,1
80.03176326530613,75.05077551020408,110.37122880704996,209.32497959183672,-1.7282266958828087,2068.512688488415,25460.64573372564,35756.293697131296,0.0958563486809719,30608.94432019625,331149.16727197496,0.8027572124752055,114.13105940040433,35238.84924082756,163.7089175011922,24044.05903671912,450957.4265379113,35341.56321292776,1
128.13462857142858,98.93642448979593,97.72162565890832,204.6926775510204,-1.9074364494206133,1385.7610766771063,20560.562627302395,34470.26516130445,0.0540431279339964,24362.782235311188,230655.4900238726,0.7329811311139239,38.597605910765765,34998.16831172798,191.99971559263383,17752.77612400161,287176.64112530515,34896.4101003073,0
66.28928163265306,53.99294693877551,90.8355228502529,222.77177142857144,-1.418105520608043,896.7108359133127,18357.394613003096,35098.90631578947,0.0612933183587892,28806.410211243987,112168.20365325078,0.8081598296062745,200.01489550911515,34987.455924855494,512.8305041480536,17430.87389917039,128582.89132099554,34783.619175754146,1
63.33328163265306,52.15624489795918,90.1093996987133,196.6805632653061,-2.005626069296212,2569.1372960457293,38473.1654788177,25196.850747078613,0.1027980607718549,23772.76788144397,31824.24555913317,0.8619333475716615,56.56260619300253,24379.207375429105,110.47304076938404,38052.141144295725,32836.52065636716,24386.54365113892,1
60.349502040816326,54.898604081632655,98.00191083357,200.7461142857143,-1.9184790974419572,3168.750756576395,33039.32641421587,28368.823349111502,0.1223566087673776,26267.27458456833,39526.16146116241,0.8255575698937442,54.64781557910392,27570.414184792717,94.54121239405742,32263.715966254967,40837.27724167629,27434.080429996116,0
80.68452244897959,60.77484081632653,88.21745681561829,200.54595918367343,-1.9383805101334703,1767.6902997477662,35360.960463797586,28636.38552685607,0.0673216802463348,25875.91872399372,43909.1722034296,0.8621624265591445,104.78356690777576,28243.824668474987,230.94282619162252,33763.36707591077,47261.755536831966,28274.11215992162,0
87.1296,73.47010612244898,100.87927120780222,187.82004897959183,-2.017931273574511,2427.970776255708,44893.53081404503,30003.018186112426,0.0883542789154294,27901.79039219231,40289.75539285152,0.8698244015425607,38.02205411341244,29511.844111277187,104.18166672006664,43650.315433661206,41765.4359200282,29553.674778659923,1
17.400032653061224,15.774726530612243,57.92371375463848,231.13417959183676,-1.152311966983838,2505.160834424527,11303.343342213391,18876.3773423037,0.1541604502396595,17652.527319219305,26325.029981487336,0.7395583438247962,290.77683778234086,17502.385790554414,581.6176616803001,11341.79604103584,26227.29565688977,17500.182649907274,0
