mean_a,mean_b,std_a,skew_l,skew_a,skew_b,LRE_deg0,LGLRE_deg0,HGL_deg0,LRHGLE_deg0,LRE_deg45,GLN_deg45,HGL_deg45,LRHGLE_deg45,LRE_deg90,GLN_deg90,HGL_deg135,LRHGLE_deg135,coarseness_tamura,directionality_tamura,label
0.7912093483504697,1.494216227709234,2.3927425791784103,1.6510572331144246,2.78970376836763,2.406660382044849,456.1569231823008,0.150461109154158,33931.40480838385,93835.64776190964,293.9006936602678,1638.9814808840135,33092.86301016293,74098.39564445878,537.9593103205106,1339.7123867282537,33118.89297777206,71591.48373918358,7.866751020408163,458.2693675072345,0
3.835179699195449,0.3402802318541981,7.841593126455972,1.6439450049965378,2.000187136207511,2.4270703898681782,47.49895895825246,0.2252212922261849,16207.898295514698,20882.27603486608,29.97093951050713,5377.322185080042,15600.334833952058,19382.43664645311,52.66746268656716,4547.8876345545,15626.857561764806,19491.547069331624,7.352514285714285,252.03328258329495,0
3.282912011495024,1.1122314592880271,5.0528087801019,0.787063003788578,1.3396948064629068,2.2588138158468616,59.50261501049335,0.1596988292181177,30464.58193144342,45704.92977780739,46.89763007699483,3229.4556765900934,29871.472103207856,40168.75334777316,126.56422946379308,2856.3952749586183,29790.8965446188,40650.5017276906,7.596832653061225,493.280064786071,1
4.73473690490659,-1.2836097113575804,8.096267743517515,1.1598110417993186,1.5262025455257742,-1.8971828298182611,138.97319199739516,0.1525566447093082,25196.850747078613,31824.24555913317,56.56260619300253,2877.248829709768,24379.207375429105,29950.39517667048,110.47304076938404,2618.2362668212195,24386.54365113892,30314.379609167,7.147763265306122,599.2800259747926,1
0.6277674074593238,-0.3954404343493776,2.4733407631030824,3.299478205151632,5.154869658064999,-5.349687054637068,664.2283632831471,0.2471575098656063,21624.35837785333,34910.16391452161,281.1282504864674,2592.932955952592,20443.72638422077,28505.17897576508,563.7850276725895,2052.4330517525973,20075.00512685684,28902.38679286622,7.726897959183673,475.7269230769231,1
6.437079774223053,3.413753475603743,8.432007405196268,0.4660336497196605,0.7010625850237512,0.7649957931201519,217.66069835744588,0.0864310843996135,35102.44466441858,101428.4608941586,117.20301555265344,1754.5188966718113,35209.669258775575,73192.38258340259,246.34855830569023,1582.2381134643192,35229.829395909306,73786.4275606469,7.010383673469388,569.660706974205,0
2.6013393357162995,-1.3633562527569072,6.138310754728348,1.782909930195878,2.665260021898228,-3.0676031000531663,245.4060218518705,0.2116315843253858,22754.46483057248,47336.99758320327,107.92513987145698,3485.107689462246,21886.925925925927,37111.10144726499,164.638933624043,3009.952156785015,21890.488510127256,35960.2637936211,8.822138775510204,656.5513980020098,1
4.007749682813306,0.3384656735984113,6.645906204489129,1.0876135386919583,1.3430120530305285,2.1193053143640945,175.8135419926969,0.1413238266814073,26169.280312989045,39170.94770996348,108.92205599860294,2296.5433960067526,25586.052195510023,32483.21371053806,218.9088284918586,2047.071961457931,25568.945385440016,32899.98430952149,7.9586938775510205,644.025748310267,1
0.4130017353153866,0.1095042298267099,2.1981919322713126,4.86187454420315,7.049886500384425,7.92341847548969,794.0711038071761,0.3060023423610712,12569.628978362092,15220.196877567789,584.7426621845367,3342.5192413827704,11535.399879584567,13993.52907530982,791.3783921590845,2573.297093649085,11618.446320868516,13835.073582629677,6.541485714285714,553.9362350984196,0
6.458656432088434,1.644019627979705,8.487036965919243,0.4840397036220962,0.7400798104346729,1.356829885379431,116.43576128565633,0.1189088482643354,32047.7027007956,67239.6588988657,89.12893563203089,2255.933402116754,31900.42641283365,54560.36447447247,96.23161595000532,2054.710790753826,31852.90644860746,54882.82520879779,7.67029387755102,475.5225247163103,1
