mean_l,mean_a,mean_b,std_l,std_a,skew_l,skew_a,skew_b,mean_lbp,SRE_deg0,GLN_deg0,SRLGLE_deg0,SRHGLE_deg0,LRHGLE_deg0,SRLGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,SRLGLE_deg90,SRHGLE_deg90,SRE_deg135,LRE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura,label
24.63178105858769,1.3763702860402889,1.903071910146316,41.15915603220569,3.106461543098299,1.0840109931499773,2.106669584372591,2.055414945324979,212.76354375,0.8147333063695328,2148.6302904643244,0.0810382592863926,32390.56552877205,79095.17051225962,0.0914778157555865,0.8101762171018624,293.59163019693653,2066.524109096593,0.0781082383842889,32147.293014657105,0.8179722653734677,152.45553805203977,8.622225,85.82102208607827,472.46663590216895,94.44324708607827,0
16.947922920839176,4.734757118455607,0.3959695636775877,32.83291638313938,8.87672950483826,1.4679643362213068,1.7479909044961128,2.6659221799388524,188.28850625,0.8168142843379212,6626.8354874334045,0.1411294599165169,14648.161444537676,20118.102595842283,0.1553493287761867,0.8038117247395025,40.10003864902941,6392.526811205725,0.1359998338257577,14650.45944691541,0.8171285677883787,22.30615874204418,7.775525,61.89394917197984,246.1595768021257,69.66947417197984,0
27.16298279037388,2.6526249965397244,1.01266862682793,41.842384915454495,4.458598809278683,0.9099060707445428,1.5435557075806845,2.4771583633544614,191.45914375,0.8102137700150627,4762.448278526991,0.1191978611069281,25185.021935090823,93197.21217975963,0.1313087958655346,0.811859077665743,58.31937680054775,4717.0787008926845,0.1168452344494456,25219.04119503586,0.8213929226470542,27.94948855333658,7.9185875,91.1313025000362,596.7977672820952,99.0498900000362,1
16.455163691089158,3.483990515841546,-0.92917231075288,33.97530651415487,7.080744042823316,1.612357883529269,1.9933856151201883,-2.4577778144433133,206.2548625,0.8388749435119264,3428.112861677552,0.1168961989993561,21346.17031313145,28662.62267537518,0.1307122252441394,0.8366864078988148,158.88536933231617,3505.068161464725,0.117950849487097,21069.375129892705,0.843744359045824,107.553732125002,7.7593,62.500435798506274,608.4473535718315,70.25973579850627,1
5.46321594790415,0.5638972214481806,-0.3478034074302011,21.89687402508053,2.557474230216204,3.7972717358644106,5.92496560337223,-6.147986486369734,238.35950625,0.7431946554810697,1870.3421220289144,0.1372386470928783,20451.661403282764,35393.52232296006,0.1563585065395567,0.7434242350198628,1238.2248065787553,1887.99352829546,0.1345820487703121,20625.86212816612,0.7362426503687957,678.1663495996107,6.04996875,28.1245123833043,476.94572559981367,34.1744811333043,1
23.01806392027789,4.779621943068006,2.6059456664919853,37.82607939943362,8.245927543554993,1.0509901324097364,1.3249203866056154,1.3608675749997532,218.268925,0.8001582566862571,1455.647391332597,0.0612949344090333,27446.248704533697,79549.35951746692,0.0693500363080717,0.80480003972355,488.48107992286265,1465.8776944503963,0.0606763306258294,27718.259248121176,0.8197495892400978,361.3576109830644,6.24971875,79.12592301309427,563.3039253292419,85.37564176309427,0
17.688597931287816,2.828535289955721,-1.617943769500193,35.93114544627227,6.190660865190703,1.5658441289142604,2.4594732434920514,-2.782914241237847,205.82185625,0.7861977109085088,4294.298242702819,0.129010191430872,21147.02345094481,42732.80805801238,0.1444337249986401,0.7951569060559355,122.18247168882324,4385.235647464303,0.1321741110900758,21106.30005972289,0.7964341973553889,70.81793277517853,8.63435,67.01740651893796,512.1094115529962,75.65175651893796,1
26.686655942920968,4.695262565116285,0.2995746148351171,38.87984320190723,6.836142879146735,0.7917186181420893,1.0467302212190646,1.8982633182124395,194.4875125,0.8371569230125198,2980.328100385681,0.0865347088397983,24769.42380837348,39843.8925389755,0.0979473878303764,0.8565448914828315,123.21771873301248,3007.638638081222,0.0863333150174922,25365.6399232475,0.8561576648083686,56.40229899673207,7.846775,86.432101008153,644.1758402592652,94.278876008153,1
20.72175590183664,7.451698611347417,1.4744606952614054,34.5289650965291,11.754771932598432,1.1045010703506757,1.2077196293674772,1.9196704256788888,191.0147875,0.8404247386116453,4215.386192152918,0.1061927646475667,17360.484553297163,25295.46286468813,0.1179364656267182,0.8292225627027133,132.2647187540224,4110.294967177243,0.1037669367631708,17225.372620869835,0.8422804717320157,54.87234507897934,6.8252875,70.9198040928668,528.0653386037014,77.7450915928668,0
22.85933039065712,3.767960614031173,1.100858162714406,38.62905876993419,7.096371135086345,1.1193949073530551,1.5536349881411666,1.9683469388953487,208.65846875,0.8026637392360334,2595.628781323397,0.0968669847476309,25879.697148767485,57757.31679234288,0.1069511231196822,0.7988361194847142,172.76680293482335,2587.1063248656656,0.0960933815703846,25505.82980736535,0.8130326240798318,100.12972667232287,7.40171875,79.67696279411534,449.59076820371,87.07868154411534,1
