Feature,Importance
HGL_deg45,0.20525329
LRE_deg90,0.09965102
HGL_deg0,0.087029636
GLN_deg45,0.07883699
mean_v,0.07882592
std_v,0.07851423
mean_u,0.07458087
LRHGLE_deg0,0.07201967
GLN_deg90,0.06269693
LRHGLE_deg135,0.06261848
skew_u,0.051138338
LRE_deg45,0.048834603
