mean_l,mean_a,mean_b,std_l,std_a,std_b,skew_a,skew_b,mean_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,HGL_deg0,SRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,RLN_deg45,LGLRE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,LGLRE_deg90,HGL_deg90,SRHGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,SRLGLE_deg135,LRHGLE_deg135,coarseness_tamura,directionality_tamura,roughness_tamura,label
24.49814699418598,4.667947372728791,-2.8340660384744907,39.99881271793857,8.192192921495469,5.329692423780544,1.6858441440515874,-1.8621021953804893,190.52465306122448,-1.9678781144283224,0.7863398297214698,36.93983827131497,4023.164110995537,24617.1331577358,0.1215830886927255,48219.49729892964,0.7986395484530521,21.84433500598114,38328.716913421056,0.2138783189558591,38084.31428171946,0.7924134531645382,31.09007426070813,4125.2030234716885,35330.85181010476,0.6733035714285714,0.2045007867591229,24435.786997745658,22108.773889401447,49051.39222251691,0.7996275825193415,19.747955852634853,4741.80239390642,0.137662545635076,37543.85101818747,7.857551020408163,507.0620199038862,92.46052742824128,1
10.619914978944443,1.7881938682478444,-0.8354525972360503,28.756020129033363,5.2096991822966645,2.4231303778571034,3.273587388187034,-3.160658365557952,223.7220081632653,-1.3458437030893025,0.7966204987609307,394.3135938135938,2047.3597205263875,22695.703601953603,0.125788401945394,32316.57102157102,0.7960919576056571,218.61568278579145,18706.856516489803,0.2117604277525107,28772.659973311303,0.7929448373567929,492.1643769583032,2040.4815273904208,17078.80986812657,0.324140625,0.2022275681148966,22397.00957201391,20650.66425128879,36864.05350686912,0.7919443631201886,236.70963416969929,2428.167656259976,0.1406486013588369,29138.38070612271,7.56738775510204,580.8603815316559,53.01743121937471,1
24.762752929206748,1.453751092773216,-0.6528864775923794,41.91183431499709,4.027733086217472,2.676401257674992,3.2138073155088205,-3.561195541158513,213.7456163265306,-1.6043644515117133,0.7832845398084617,248.0011809406449,2258.6906448962827,33179.78008831382,0.106908847346229,349692.571241528,0.791866063836119,130.79893762113272,24476.61036537219,0.1833149672674335,310276.8817505324,0.7772118510917959,202.56806150408343,2199.1020457024288,21141.607326221703,0.4195424107142857,0.1740935745202598,32638.611821978662,28046.572630277627,470077.511611822,0.7877724860488184,117.35909101851183,2629.145976264413,0.1209307811556607,252351.01179557547,8.120114285714285,518.045037531276,95.24227033867729,1
22.623188447097608,4.753115313236048,-1.6018655886226922,38.56747419606524,8.495585614530393,2.947791587544692,1.4550975121834042,-1.6287373456815637,219.02447346938771,-1.5043080499138308,0.7223287569282841,188.1723146928512,1673.9146210034726,29819.976380074244,0.0879813741975262,141114.9220153275,0.7370742834387239,119.92938833723528,18709.34030300584,0.155754294976112,97345.81612443153,0.7239560992231294,326.12562424392814,1654.9742547845776,15640.35246130463,0.3598102678571429,0.1552427853285081,29293.90309873135,22473.441679598105,172812.627593908,0.7368448849007505,132.8446803351564,2016.607295848264,0.1008065661593541,99494.8333917073,10.119689795918369,471.24591410110224,89.96012010459098,0
23.469325184094984,5.881327806220993,-3.0755765126744654,38.77791382047825,10.643150117271992,5.554206271396906,1.5206861881796188,-1.474597805109951,219.70783673469387,-1.4910353342113076,0.7808253823445159,346.9782336894749,1103.2174926119574,33444.28719595363,0.0696794175402152,101145.18742896112,0.8055487886575096,180.44632942628007,23605.724295702243,0.1175263357487635,70371.63659263829,0.7785361240378824,416.8662606009384,1054.3710838457728,19341.7247398945,0.3829575892857143,0.1142303141062672,33600.37219129776,27644.55086652925,114983.31984961969,0.7955833531188107,243.98569444808345,1285.0559121754395,0.0789504135584578,75668.07797311814,8.670163265306122,574.9836866577351,90.2168250103723,1
17.34582378638925,3.425709265944317,-1.0329289517811338,34.870518884005506,6.809736303179016,2.4596651431878755,1.949605364757425,-2.3716078285275737,205.1866448979592,-1.7968078683612838,0.8448216742514334,213.0318058614264,2588.385354904286,23544.29309249534,0.11444004322344,29680.94858546502,0.8492434463277777,85.25614318940237,33703.1085650723,0.1818163998108302,27688.57846091617,0.8428917350499759,147.46537002902605,2622.8764380601283,31584.9677535541,0.5267745535714285,0.1739564793259075,23351.022436916035,21938.245871963198,30375.231890506155,0.8478917807000173,95.05296076679392,2876.3061895865485,0.1257965870160561,27813.571562017707,7.114595918367347,600.7450092324844,72.30128431892439,1
26.35281368452048,3.0917320785796263,0.1252307909630129,41.33900191095129,5.524086434957713,1.1374090199526554,1.6458401538087055,0.0249124297404483,198.00606530612245,-1.997787223466892,0.8270697973200026,115.48803090237152,2551.314743625457,31078.19438408825,0.0984953615709673,46976.90508292012,0.8295034239658761,49.54201717878332,36524.72333303816,0.167627454557747,42905.22312937218,0.8222851774453124,86.17506810709253,2546.3139689995305,33752.50977923908,0.5940290178571429,0.1566584407507199,30934.66483795209,28091.930261410605,50289.2009769845,0.8298300297738155,53.30250836416421,2938.9976987484733,0.1125914288985987,43231.57897718221,7.805404081632653,455.8755246779562,96.9714847243118,0
17.209489822731648,3.715029262333216,0.7417840537703648,34.143482723819744,7.1919390639083325,1.887702039008759,1.6861467030350683,2.6336059140391197,209.74179591836736,-1.6948177850111892,0.8365168922281491,244.51515437190668,2313.7985859061982,24081.55335847278,0.1056921045408603,34337.39691256187,0.8378725923208884,213.301732533122,29177.22036009512,0.1713850769354192,32128.981293171782,0.83141421006785,289.19827050785915,2284.7987673785296,27159.54550666476,0.4672098214285714,0.1633717131983212,24164.805432134155,22072.793411254235,35792.112870861405,0.837719871109698,132.40227195274338,2550.7022378734523,0.1168777712434501,32339.77582642281,6.948587755102041,558.1787527729849,71.15260808770259,0
31.61211501988783,4.618113548671072,1.538794789547439,42.24747670738443,6.239862856872543,2.1789263829955736,1.0542556438104609,1.2714247715896605,179.57417959183672,-1.6852582170141717,0.857051850331777,40.20616998950682,3289.4026023085,27932.065911157748,0.1007478299617133,37114.19115774747,0.861935844177027,21.830876502083697,52101.58621387244,0.1624755259847727,34703.82376899942,0.8491526820011165,39.24584181941616,3248.4233989590407,48003.60381307989,0.7891071428571429,0.1534054294081355,28008.994781059064,26006.61621303112,38015.42980595157,0.8636026034696264,25.8009225017818,3644.361375953095,0.1135931747134755,34438.779056789,8.310122448979591,459.8509838386798,106.80825317171994,1
6.498332522164528,0.5766796193934789,0.1827344814580529,23.52344009340181,2.327881793749935,0.8300258015483203,4.933795463229679,5.583735323116047,230.7038693877551,-1.1612223465830245,0.7478261996539142,637.9637310271796,2539.120278856336,18922.76857571479,0.1573003049820093,25370.02360571832,0.7409454868213822,266.6398184912082,12601.167814601737,0.2760554447912344,22615.85224049915,0.7449347976743554,514.1555753791258,2459.268599464764,11558.487154326494,0.2502232142857143,0.2599731118724701,19120.19504906333,17908.89452259477,25546.066681534343,0.7407752072235761,299.43909001956945,3076.395874103066,0.1783452043635691,22866.71375570776,7.149110204081633,568.2260404734632,38.867268926447785,0
