mean_y,mean_u,std_y,std_u,std_v,skew_y,std_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,HGL_deg0,SRHGLE_deg0,SRE_deg45,GLN_deg45,SRHGLE_deg45,LRHGLE_deg45,LRE_deg90,LRHGLE_deg90,LRE_deg135,LGLRE_deg135,coarseness_tamura,directionality_tamura,label
46.59073784444444,-1.5424763777777764,94.3106263567616,3.611243841349739,22.13195189191578,1.551286809754569,72.11486442424533,0.80649244335054,369.66452436688655,1142.4141732283465,14297.860353266651,33899.18310278783,29858.711696822804,0.8028472081878861,1313.40831038393,29158.199245839805,69676.19415195205,399.9892105263158,87157.47403508773,238.41680090206185,0.1586111677753628,8.004922222222222,463.2678908188586,0
48.55921447777777,-0.9160618999999984,86.71144825078846,1.515738100619096,30.043308368547265,1.2906361295916535,90.7830753304672,0.8190186554304726,28.793605082054,3409.234028586554,29685.327030174696,17201.349200635257,16136.006197502218,0.8206070934162759,3829.82126701422,15743.03561626341,21145.089052072133,29.26545486096048,23964.924016311656,18.887870081708336,0.2157787334673192,7.2372555555555556,550.0279230602982,0
87.90415646666665,-1.375883555555553,112.13740141326188,2.1918792617895044,29.19816624962129,0.5166536768422465,90.98561766366372,0.8301727510033592,24.82959606219236,2454.0756309086646,33106.60836784124,31390.67288460036,28700.51228117348,0.8400983617634844,2721.738722927558,28597.162869467506,41835.37434652726,40.259767313890414,47381.73693105888,15.771471966511696,0.1667837904148649,7.488,488.72938955317807,1
43.26639822222222,0.6966049333333346,88.66456469088298,1.8367830639493672,24.44040009676631,1.6117883053755395,85.41254465209168,0.8316961820135446,142.97277551129244,2594.992800575954,24358.889715489426,21705.80449564035,20566.27395231662,0.8364237786318541,2895.8745227793333,20014.072766995225,25174.457800967168,88.58340866790748,27394.063201276254,63.09192739492376,0.2113868493179991,7.307288888888888,597.1419966338915,1
21.755957566666662,0.3812630777777784,68.73055733894066,1.3699062145924352,16.338861033893533,2.885422326411022,61.44701937439206,0.7536642542139784,552.22749728883,1452.1814676467045,8771.287384022171,24140.864682491865,21785.39435874636,0.7459974796948984,1771.6078637394237,21364.7048843925,32752.28712049992,488.1411934205787,39055.731300276144,325.00326122404607,0.2400735739665674,7.774622222222222,465.1370793008811,1
71.54123779999999,-2.949365466666664,102.84134211365608,4.449603123956448,32.02114570547771,0.7617212440592162,75.02078043532626,0.8010977482211817,311.0806110618564,961.5895110141172,17543.840210052513,35511.04998977017,29381.59484789902,0.825748432938786,1091.2502580786436,30425.865831063787,69502.17367910658,313.4543246525435,87945.41580083659,258.92116104280007,0.0908912259963104,6.853922222222222,549.9500476644423,0
43.89672545555556,1.243075100000001,90.00555865624284,3.027934496108968,25.50756869495953,1.6011674026787923,77.65456748667917,0.7837734793583797,195.57995325175307,1758.3488931665063,16647.357830331362,25112.92963701361,22067.091880955013,0.797702210934594,2121.7908858199285,22012.51988016431,41825.64772619537,175.60106922920755,52173.13409352372,104.01089180596216,0.1988440564247238,8.6403,522.5465070797153,1
64.12568733333333,-0.5949099333333315,96.87416652971795,1.6144309553452203,28.38341551499927,0.8829930718160819,87.98412032515924,0.8296742906911442,85.62159432487675,1883.7701815558491,26867.15125646267,25627.0202717326,23365.08799759338,0.8527784952246896,2126.590841883597,23749.1693214394,31857.84602804785,109.56537865627494,35175.3263768252,46.96667265540784,0.156977718977835,8.207811111111111,646.400298034833,1
47.86406201111112,-1.6725749222222208,84.68490947982585,2.9364414076164413,31.55458714741676,1.277034990956112,90.89555083918036,0.8170844567858284,21.478943071623423,3726.274725712352,31390.214671153502,15530.394695446128,14556.250367814282,0.820086161225605,4187.404479754953,14148.87597424353,19139.068019527134,25.74723175216221,21721.172257945236,13.498180146354546,0.2202236583766912,7.299533333333334,534.6015335573361,0
89.82563869999998,-2.342553188888886,107.26354263737365,2.9839158372354038,34.26783527740963,0.3766601439433794,84.37412199050146,0.8200602477721972,132.9026340191975,1246.1273902909702,25077.444800882186,34462.824640986444,29227.049336047385,0.8414367825557052,1360.831826189078,30058.22159504018,60401.74365237816,101.17755588220386,78416.5798063764,55.15545505935557,0.0957331006198281,6.981511111111111,591.9036144578314,1
